rows,500
columns,11
x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,F12
5,-1,-1,-5,4,1,-3,-2,3,1,-42
0,2,5,-3,-2,5,-2,-1,-4,0,-25
1,0,-2,-5,3,0,3,1,-2,1,4
-1,-5,-2,4,1,2,-4,1,-1,5,-25
-4,-3,5,-1,1,5,-2,4,-5,-3,-103
0,5,-4,0,2,5,-5,4,4,3,-50
5,5,2,-4,3,-4,-2,-3,2,-4,17
3,-2,-5,-1,-3,-1,-3,1,4,3,-19
3,-1,0,-2,3,-4,-3,-1,0,1,-15
-2,-3,-5,-4,3,4,2,2,-5,1,38
-2,2,3,1,-3,2,-4,3,-4,-3,-57
1,5,4,0,-1,-1,-1,2,5,-1,5
-2,-5,0,-5,-1,0,-2,1,-1,-2,6
5,-3,1,-1,-4,0,-3,-1,0,4,-16
4,-2,-4,-2,4,-4,1,-1,-2,1,-8
-2,-3,-3,5,0,-3,3,-2,-5,4,57
0,-2,2,2,0,-2,-2,4,-5,5,-16
-3,-3,-2,-3,-1,-4,-3,-5,4,-2,39
0,3,-2,-2,3,-4,2,-4,3,0,-8
-4,3,-3,-4,1,4,1,-5,0,2,-20
5,5,4,-4,0,5,-2,-4,-3,4,119
-3,-5,-2,-5,1,-2,2,2,-3,-1,37
3,2,5,-4,-1,4,-5,3,-2,4,92
3,5,0,-2,2,-5,-4,-4,1,0,-7
3,-5,1,1,-3,-3,2,4,-2,5,-32
1,2,-1,0,-3,0,-2,3,2,-3,-2
-4,1,-1,-2,-2,3,-3,3,-3,0,-44
3,-4,-2,-1,-2,-2,3,-1,2,-4,-4
-4,1,-2,-3,4,-4,4,-4,4,-4,-110
3,1,4,2,1,3,-5,-4,0,-3,-22
4,0,4,3,-1,-5,-5,-4,-5,-1,137
2,3,5,-2,2,5,4,-1,1,-1,-11
-1,0,2,4,0,-1,0,4,-4,-2,12
1,-2,-3,5,4,-4,-4,-2,-4,-1,-29
5,5,-2,0,-2,5,5,0,-3,-4,-20
-3,5,0,-4,4,4,4,-2,4,5,-47
-4,3,1,5,-2,-5,-2,-3,1,0,11
3,-5,-1,-1,2,2,5,2,-4,-2,-66
-2,1,5,5,-4,-5,2,-1,3,3,-44
-5,0,1,-3,-1,-4,4,3,4,-3,-67
0,5,0,-2,-5,0,5,3,5,-4,0
-5,-2,0,3,-2,5,5,-2,4,-4,-100
2,3,-3,2,4,-2,-3,-2,1,-5,-44
3,3,0,2,3,-2,-1,2,-1,-3,6
4,-4,-5,-1,1,5,-4,3,1,0,-22
0,-2,3,0,-5,-4,-3,3,2,2,-4
0,-1,-4,4,2,-1,-5,-4,0,4,-2
4,-4,2,1,5,3,1,-5,-1,2,9
3,-2,5,1,-5,2,-4,4,5,5,-21
4,0,3,-5,0,2,1,2,-4,1,-25
0,4,2,-1,5,-1,0,-1,-2,5,-17
-3,5,-4,2,1,-5,1,1,-2,-1,-42
0,-5,-2,-1,5,4,-2,-4,2,1,14
-1,-2,-2,4,-5,-4,0,0,-3,-5,-26
0,-1,1,-1,4,-3,-5,3,5,1,-16
3,2,1,-3,5,1,-1,2,5,2,-5
2,-4,4,-3,-4,1,0,3,4,-2,-32
-1,-3,-2,5,3,-3,-4,-2,-2,-3,-42
3,4,-3,-5,1,-5,3,3,-4,-2,-44
3,-3,1,3,-3,-2,-5,1,5,-3,-69
-2,-4,-5,2,2,4,3,-3,4,0,-18
0,2,3,2,0,-2,-3,-3,5,4,-18
-4,-4,3,1,3,-2,-4,3,4,3,59
4,-2,-4,5,-1,-3,-2,-2,3,-2,-73
2,-1,-3,-4,-1,5,-3,1,-2,-1,32
-5,1,-5,4,-3,2,0,-1,3,0,-31
-4,-5,0,1,5,0,-4,4,3,-1,68
4,-2,-1,-1,-4,1,-4,3,3,5,-64
-5,-1,4,-4,-3,2,1,-3,-4,2,19
1,-5,-4,-1,2,-2,2,-3,1,2,13
-1,-1,4,-1,-4,2,-2,0,5,-1,-9
0,-5,4,2,-2,-2,3,3,-5,-2,28
3,2,-2,1,3,4,-5,-1,-1,-3,55
-3,-3,0,-2,-2,0,-3,-2,2,-2,27
-2,-5,-5,-2,1,-4,4,-2,4,4,64
-1,0,4,-3,-4,-1,-4,3,-3,-5,0
-2,1,3,3,0,4,0,3,-5,-1,-5
-3,2,-3,2,-4,4,5,-1,3,-3,-37
-2,2,-1,2,4,4,0,0,-4,2,2
-5,1,2,-5,-1,-1,-4,5,-5,5,-124
-1,3,-3,-5,1,1,5,5,-4,4,21
-3,2,-2,-4,5,3,0,-2,-2,-1,23
-5,0,-1,-1,-1,0,4,2,5,5,-99
-1,-5,4,4,-1,-2,-3,4,1,-5,66
-3,4,1,-2,4,-5,2,1,0,0,-34
2,-2,3,5,-1,4,3,4,5,4,85
2,0,0,-3,1,-4,0,5,-1,4,-4
3,3,-1,5,-3,-4,0,5,3,0,16
-1,2,-1,2,5,-3,2,1,2,5,-8
5,4,-4,-4,0,-5,3,-5,0,2,76
-2,-3,1,-1,-1,0,-4,2,-2,3,-11
-5,0,-4,-2,-1,5,4,-1,-1,0,23
4,-4,3,2,5,0,0,-1,5,-1,-10
-5,-5,5,-5,-4,5,-3,4,3,3,100
4,-4,0,-1,2,-5,4,0,0,-3,-26
-2,-3,-1,5,4,-5,-4,1,0,-4,-39
1,-2,1,-1,3,4,0,-1,2,3,21
-3,4,-4,0,-3,0,-3,-2,5,0,33
-3,-5,-3,2,-2,5,5,2,1,2,-46
2,0,5,-4,4,4,4,-4,-1,-1,-32
4,-1,2,4,4,-1,1,-1,2,3,2
2,1,2,-2,-3,2,4,1,3,2,24
2,-2,5,4,5,4,-2,0,4,-2,-20
1,-5,1,3,1,5,-3,-1,4,4,11
3,-4,2,2,-4,0,-3,-3,1,-1,-17
-5,4,-2,1,-2,-5,3,-3,1,3,3
-5,-3,0,-2,1,-3,-4,0,1,4,32
-1,5,0,-5,-3,3,-4,-3,2,1,-6
0,1,1,-1,-5,3,0,-2,4,2,-10
-4,3,5,1,5,0,-2,-3,-5,-3,-47
-1,2,3,3,4,-4,-4,-5,4,-5,67
2,2,3,4,2,1,4,3,-1,-2,4
4,0,1,-4,3,2,-5,-4,1,0,-18
-4,5,-4,0,2,-5,-3,-1,5,-3,-30
3,-1,5,-1,-3,-4,3,4,2,-5,122
4,-4,2,-1,4,2,4,-1,-3,1,-54
5,-3,-4,1,0,1,3,-1,-3,0,-64
1,0,-5,-2,2,-2,0,-3,5,-1,-4
3,1,4,0,-2,-3,-2,-5,5,-3,15
-2,0,4,-3,-4,3,0,1,4,-1,-36
-3,4,-4,5,-2,5,-3,-3,1,0,-33
4,1,-5,-2,5,2,4,4,1,-2,60
3,4,0,5,4,-2,5,-2,3,2,49
1,2,-1,1,4,4,5,-1,0,1,13
-3,1,-1,-4,2,-1,2,2,0,-4,-5
2,5,-5,5,3,1,-2,-5,-3,0,0
-2,4,-3,-4,3,4,1,-4,0,-1,28
-1,-5,-2,1,0,-4,4,0,3,-1,-17
-2,-5,5,-2,-3,-3,-4,-5,-3,-4,45
-1,1,-3,-5,1,5,-5,5,4,3,-6
-3,5,3,-3,-1,-4,5,4,-2,3,-26
-5,-3,3,1,-1,5,3,-4,5,1,-47
5,3,-4,2,4,4,-3,-2,-4,-3,131
2,1,-5,3,5,3,-4,0,2,-3,31
1,-4,-2,-5,5,-4,-1,-5,0,5,26
2,-2,1,-5,-2,-3,3,-1,3,-1,18
0,-4,-2,5,-3,-3,3,-1,-4,-4,-25
-1,5,4,2,0,-2,4,-5,-3,-4,47
0,-3,-5,0,-1,5,-5,-2,-2,0,-5
-1,-3,4,-5,1,3,-4,-5,-2,5,38
-4,-2,1,4,0,5,-4,1,-1,-1,-9
5,5,-1,1,3,-2,-3,2,-4,3,84
4,3,3,0,-4,-4,4,-3,2,4,12
1,-3,2,5,-1,-1,-2,2,-1,-3,16
-3,-1,-2,1,-2,-3,-5,4,5,-5,52
3,-1,2,-4,-1,4,-1,5,0,1,-7
-5,-2,4,3,-5,-1,-1,-1,-4,-4,23
0,1,2,4,-1,5,-2,-3,-5,-3,-27
0,-4,3,-3,5,0,1,0,-2,4,-9
4,5,-1,-1,1,-5,-3,-5,0,1,21
-3,3,3,0,3,-5,-1,-1,-5,-5,36
5,2,1,-2,-1,2,-4,-5,-5,-4,98
-5,-3,-2,3,4,3,-5,-5,4,4,97
5,1,0,0,3,-2,2,0,1,-1,9
-5,-5,1,5,2,-3,-1,3,-5,2,-7
-4,-3,3,-1,-1,3,1,1,4,1,-1
-3,5,4,-5,3,-4,4,-3,3,-2,-51
-5,1,4,-5,2,0,4,-4,-1,2,-5
-2,-3,4,-5,4,-3,-1,-4,4,0,-18
-2,-2,-2,1,-3,-2,-2,-5,4,2,32
0,-4,1,0,-3,2,3,-3,-1,3,0
3,2,-3,-1,3,-2,-4,-3,-4,5,81
-1,5,0,0,1,-2,-5,0,-4,4,-27
-3,-2,-2,-1,2,-5,2,1,-3,1,26
2,-3,0,4,4,-4,-2,0,-4,3,-6
4,-5,-1,0,5,5,4,-2,-5,2,-85
-1,-1,-1,-4,1,-2,-3,4,3,-5,2
3,-4,-4,-3,-2,-3,5,5,2,-1,24
-2,0,0,1,2,4,0,-1,1,5,8
-4,2,5,-5,4,3,2,5,-5,-2,-11
-3,3,-5,-4,5,5,5,3,-5,-1,136
3,-3,-5,3,1,-1,-2,5,3,-4,-63
2,0,2,-5,-4,4,-2,0,-5,-2,-22
-3,-1,-3,-3,4,5,-4,5,-5,-4,32
1,-4,-1,4,-3,4,2,1,4,-2,-4
3,-4,-2,-3,-2,1,-4,4,3,2,-48
-4,2,4,-2,2,4,3,-4,5,-2,-100
-1,3,-2,-5,3,5,-4,-1,-3,5,-40
-1,1,5,2,-4,-1,4,5,3,0,1
-2,3,-5,-3,1,-1,5,3,-4,5,73
0,2,-1,5,0,4,-5,0,-4,2,-13
-3,5,3,5,3,1,-5,-3,-4,-2,-63
-1,-3,2,-4,2,2,5,2,-2,-3,-3
-3,-4,3,0,3,1,0,1,5,-2,9
2,4,5,-1,-2,2,2,2,-4,4,23
0,4,-4,1,-2,-1,0,0,4,-5,-22
-2,-1,-2,4,0,4,3,-2,3,-5,16
4,4,-5,2,-1,4,2,-3,-2,-1,6
-3,4,-4,-3,1,-5,1,-3,-4,-4,-73
-4,5,0,4,-5,-4,2,-2,5,-2,-40
0,2,1,3,1,1,0,-2,1,1,5
-1,-1,-2,-3,-3,1,2,3,2,1,-2
-1,-5,4,0,0,-3,-3,5,-2,5,-61
-3,-3,-5,2,4,2,1,3,5,-2,12
2,2,5,0,4,-4,-1,-2,2,0,-16
5,5,0,1,5,3,1,-3,2,2,50
3,3,3,-5,-3,-3,1,4,0,5,-42
0,-3,-4,5,-2,4,-5,-1,-1,-2,4
1,4,-4,5,4,0,0,5,2,-4,-16
-4,2,-4,-5,-2,-5,-2,-5,-3,-4,-82
1,-1,-4,5,-5,-5,4,5,3,-1,-4
-3,4,-2,-3,5,-4,-1,0,0,0,-26
0,0,0,3,4,-5,-5,0,1,3,-20
5,3,5,-5,5,-3,-2,0,0,0,-25
0,-2,4,-1,-5,-4,2,-1,0,-4,80
-2,-4,-1,0,-2,-5,-4,5,-3,-1,-11
-1,4,-2,4,4,3,0,-1,-2,2,-12
2,2,-3,2,5,-4,2,4,4,-1,-18
-1,-1,-3,1,0,4,2,4,1,-4,44
2,0,3,0,-4,0,1,2,-1,-1,-2
-5,5,2,4,-5,4,3,-3,4,2,-81
2,0,-2,2,-3,5,-5,1,2,0,-39
4,3,0,0,-2,5,-5,3,0,0,2
4,1,3,2,4,3,2,-1,1,-4,-6
1,5,-5,4,2,-5,4,2,4,3,66
1,3,4,3,3,4,-1,-1,3,-3,-24
-2,0,3,-4,-1,-2,-5,0,2,2,-2
-2,2,-2,5,-1,-2,3,3,0,4,4
-3,-2,1,3,2,2,0,0,-1,-3,7
-5,-3,-2,-4,-4,-5,0,-1,4,4,83
2,-2,3,1,-2,4,4,-1,0,5,51
-5,-5,0,3,0,0,-1,3,-1,-4,20
-2,0,4,1,3,-1,-3,-4,5,-4,47
1,0,-5,2,2,4,0,-4,3,-1,18
5,4,0,0,-3,-2,4,2,-5,2,-74
1,5,2,-1,2,-5,5,3,1,3,-32
-3,1,4,5,-1,-3,-5,-5,1,-1,47
-3,-1,-4,2,-2,-3,-1,2,-4,-4,-59
5,-3,1,0,1,-3,3,-3,-4,1,-81
1,-4,1,-4,-5,-3,-4,-1,-3,0,19
3,5,0,-3,-1,-3,5,-5,0,3,18
1,2,-1,5,3,-3,5,1,3,2,9
1,4,-2,3,2,5,-1,2,3,3,-25
-2,2,0,-5,-5,-2,4,-1,2,-3,-10
-1,-2,-5,0,2,4,0,-3,1,4,-70
0,-5,2,-4,5,2,1,2,-1,0,2
0,-1,-3,3,-4,-3,1,5,5,-3,-24
-5,-4,-1,5,-3,0,3,-1,1,-3,0
2,-2,-3,-2,-2,0,-5,5,-3,-1,32
3,5,2,5,1,-5,-2,-2,3,-2,22
1,-4,-3,2,0,4,-2,-4,4,5,-78
-1,-1,-4,-3,5,4,1,-4,5,2,-4
5,4,0,-4,-1,0,1,-2,-1,0,15
0,5,-5,-4,3,4,-3,-3,5,-1,52
3,0,-4,0,3,2,0,-1,-5,-3,30
5,-1,2,4,5,3,2,2,1,3,46
0,-4,-3,0,-2,-4,-2,5,2,-2,-16
-1,0,4,-2,-4,5,1,-1,2,0,-30
-1,-4,3,0,0,3,2,-4,-2,-3,-19
2,5,-4,3,3,1,-5,-2,4,-1,-35
-1,-5,1,1,2,4,1,3,2,-1,8
0,-4,4,-5,1,-5,2,-4,5,-5,75
-5,0,-2,4,-1,-5,-3,-2,0,5,47
5,-3,-3,0,0,0,0,-3,4,2,-15
-2,-2,1,0,1,-4,2,-1,2,-5,12
2,5,0,-2,1,-4,0,2,2,1,6
-1,1,1,1,1,-5,-3,-5,1,-1,3
2,-2,5,-5,-1,4,4,4,3,1,11
1,1,0,-1,-3,5,-4,1,-3,-4,-2
-5,4,3,-2,3,3,3,1,0,2,1
4,-4,4,-4,-2,2,-3,-2,-4,2,28
2,2,0,1,-4,-3,1,-3,-4,-2,8
4,-2,-5,4,-2,-3,1,-1,3,-4,-70
4,2,0,3,-3,-3,3,-1,-4,-2,-31
1,4,-1,2,-4,-5,-3,4,4,-1,5
-1,-1,3,3,-4,1,-3,1,5,5,36
3,5,3,-2,1,-3,1,-3,-5,3,-36
4,1,5,5,4,5,0,0,0,-5,-76
1,2,5,-5,1,0,2,-3,4,-5,-15
-5,-4,-5,0,3,-3,-3,-4,4,2,101
-2,-4,5,3,-3,-3,1,5,-3,-1,53
0,-4,1,-3,3,4,-4,3,4,-5,-11
-1,2,2,-4,-5,0,-1,-5,2,-2,-8
-1,5,3,5,-3,-4,1,-1,-4,-1,38
-4,-1,-4,-2,-2,1,-4,-3,-4,0,-54
-3,1,0,4,2,5,-5,-5,4,-2,67
5,-1,-3,4,-5,2,5,2,3,-3,66
1,1,3,1,2,-2,2,5,-5,-1,-4
4,1,5,5,-5,-2,1,1,-4,0,23
-4,2,-2,-3,0,-5,1,-4,3,-3,-44
-1,-1,4,3,-3,2,4,4,-3,-5,-21
-1,1,1,0,1,-1,-4,-5,5,0,18
5,3,5,2,0,-5,-5,3,1,5,-125
-2,1,-2,-5,0,-2,-5,3,-2,-2,-20
4,5,-1,2,-2,5,2,-2,-5,-4,-12
-3,1,-5,-4,0,-3,5,1,3,-4,-88
0,2,5,-2,5,0,-1,5,1,2,-10
2,3,-1,2,-1,1,1,-3,3,4,5
3,5,-4,-3,2,-4,0,4,3,4,83
-1,0,-5,2,-1,0,2,1,4,1,-18
5,1,1,0,-4,-5,-1,-4,4,-1,10
3,-2,4,-4,-1,2,-5,-3,2,-2,-70
-3,-5,-2,1,-3,2,3,2,-4,-5,63
2,4,3,-2,-1,1,-4,4,2,0,-15
0,-5,5,-1,1,3,0,3,-3,-3,-47
-5,3,-2,0,-4,3,-1,1,-4,3,-65
5,4,-3,-5,0,2,1,0,-1,4,6
