rows,100
columns,6
x1,x2,x3,x4,x5,F16
1,-2,2,2,5,29.861721768777862
-4,3,-1,-1,-3,7.632773884675764
-5,2,2,-3,-3,-39.14549956820227
-2,1,3,-1,5,31.614758859447488
-3,-5,0,-2,-3,32.0
3,-5,-1,0,-2,inf
-5,3,0,-5,-3,32.0
-2,-1,-1,3,-3,77.9858194271946
-3,2,0,5,-2,32.0
3,5,5,2,2,31.80428749314234
-5,4,-5,-1,-3,51.012671226528425
0,1,3,1,-2,32.0
2,-3,-1,-1,5,77.9858194271946
1,5,4,3,5,20.773986771159315
4,1,-4,1,-5,33.65805778585298
3,4,1,-3,2,36.0353578269725
4,4,1,-5,-1,30.617896040889843
2,2,3,4,4,32.369348565052306
4,-5,-3,0,-5,inf
-5,5,5,2,5,36.641354690711175
0,1,-1,3,1,32.0
-3,4,-3,-1,1,32.033805766020144
1,-4,2,-1,2,37.66159880606288
-3,2,-3,5,-3,31.991747369487367
5,4,2,-1,5,44.28908744977764
5,-3,-2,-5,-4,77.9858194271946
1,5,5,1,0,29.0
2,2,1,1,5,29.0
5,-2,-3,-1,2,31.5751857038663
2,0,1,5,-1,inf
-3,-2,0,1,5,32.0
1,0,-1,-3,-1,inf
1,-3,-5,4,3,-63.699182845471256
-4,-3,-5,-4,0,-39.14549956820227
-1,-2,-5,-5,1,34.13827823122214
5,3,3,-4,-5,23.24083727485176
1,4,-3,-1,-3,32.369348565052306
-2,2,2,2,3,35.0
-1,-2,-4,1,0,30.410343030600806
-2,-4,-5,-4,-5,15.469711591063426
4,-1,-3,0,-5,inf
-3,-2,-5,-4,2,32.57142589830431
1,4,-5,0,-2,inf
-1,5,1,-5,-1,31.363262882070675
3,-2,5,1,-4,31.5751857038663
-3,-4,-2,-4,-1,31.30296553502628
-3,3,-4,0,2,inf
5,3,3,0,-1,inf
-5,0,4,-5,-2,inf
-2,-3,-3,-5,1,30.060910962480015
2,1,-2,4,4,39.94321158499608
5,1,-5,5,-3,25.48818882930161
1,-5,5,1,0,35.0
-4,-2,2,-2,-1,30.410343030600806
-1,-3,4,5,5,20.773986771159315
4,1,-4,-4,-1,29.769714512095156
2,-2,-2,-4,5,26.338401193937123
2,5,2,4,4,35.65944805989092
5,2,0,5,-3,32.0
-3,0,1,2,-1,inf
2,5,-5,2,0,35.0
-2,-2,0,4,1,32.0
0,5,-1,5,-4,32.0
4,-4,-5,0,2,inf
4,3,4,-4,-5,7.632773884675764
1,3,-1,2,-2,55.361990848361046
-5,-3,1,4,2,-63.699182845471256
1,2,-1,-1,1,34.13827823122214
-4,-1,-5,-1,-3,36.84106598466176
0,0,-1,5,4,inf
2,2,1,-4,-5,36.0353578269725
2,5,2,-1,2,29.27946203276125
1,3,0,-2,4,32.0
-4,0,2,1,-4,inf
2,-3,-2,1,1,96.5180109244875
0,-1,-1,2,4,32.0
0,-5,5,5,-5,32.0
5,3,-5,1,-4,-122.42868627771236
5,2,-3,-5,-5,31.80428749314234
-2,-1,-1,-2,5,29.0
3,1,-2,3,5,27.791006114832857
3,-2,-4,-1,-5,32.145498254615376
-4,-2,-1,3,3,49.36796971922182
1,1,-2,1,0,27.791006114832857
3,3,4,3,-1,56.367226115324236
5,-5,-1,5,-1,33.38210395911016
-3,-1,3,-5,3,31.98842157621193
0,4,5,0,-4,inf
-2,-1,-5,-4,1,19.710912550222364
-1,5,2,0,3,inf
3,-5,-3,5,-4,31.99466580488075
0,0,5,2,5,inf
3,-5,3,-3,1,31.873498674482253
2,-3,2,3,-4,736.8985294635163
4,-1,2,0,4,inf
-5,3,-4,-1,-5,84.89159173890064
5,3,4,-2,3,-5.698979743326667
2,1,-3,3,1,27.791006114832857
-1,1,-2,1,-4,36.208993885167146
4,-2,2,-1,2,29.769714512095156
