rows,100
columns,3
x1,x2,F9
2,-4,10.666666666666666
-5,-2,751.0
-2,5,15.666666666666666
4,5,183.66666666666666
4,-2,193.0
-5,5,741.6666666666666
-3,-1,108.33333333333333
-4,-2,321.0
-2,-4,26.666666666666668
1,-4,2.6666666666666665
5,5,491.6666666666667
-3,-5,111.57142857142857
0,5,-8.333333333333334
0,-3,1.8
4,2,inf
-5,5,741.6666666666666
-3,-2,109.0
4,0,192.0
-4,3,311.0
-4,1,321.0
-5,4,742.0
4,-2,193.0
0,0,0.0
1,5,-8.333333333333334
3,-4,56.666666666666664
-5,-4,752.6666666666666
4,5,183.66666666666666
-2,2,inf
-4,3,311.0
3,-5,57.57142857142857
3,3,45.0
-5,-3,751.8
4,0,192.0
5,2,inf
3,-2,55.0
0,-3,1.8
5,1,501.0
-3,5,99.66666666666667
3,5,45.666666666666664
-3,0,108.0
-4,1,321.0
0,-3,1.8
2,4,0.0
2,-2,9.0
-4,-2,321.0
-4,4,312.0
0,2,inf
4,5,183.66666666666666
4,-2,193.0
1,0,0.0
-1,-1,2.3333333333333335
2,1,9.0
5,5,491.6666666666667
3,0,54.0
-2,0,24.0
-5,-2,751.0
3,-5,57.57142857142857
2,-4,10.666666666666666
1,-2,1.0
-3,2,inf
5,5,491.6666666666667
4,3,183.0
5,-5,503.57142857142856
-1,1,3.0
2,5,-0.3333333333333339
5,1,501.0
0,5,-8.333333333333334
-1,1,3.0
5,4,492.0
3,-3,55.8
1,-4,2.6666666666666665
-5,4,742.0
-2,-1,24.333333333333332
4,4,184.0
5,-5,503.57142857142856
1,1,1.0
-2,0,24.0
4,4,184.0
-2,1,25.0
-3,4,100.0
1,-2,1.0
-3,-3,109.8
-2,3,15.0
5,-5,503.57142857142856
-1,-2,3.0
-3,0,108.0
1,1,1.0
5,0,500.0
-3,0,108.0
1,1,1.0
1,-5,3.5714285714285716
-5,-5,753.5714285714286
1,-1,0.3333333333333333
-3,5,99.66666666666667
-3,-5,111.57142857142857
-1,4,-6.0
1,2,inf
2,0,8.0
4,3,183.0
0,-3,1.8
