rows,50
columns,3
x1,x2,F7
0,0,54.11538461538461
-4,4,2401.9615384615386
-5,5,4103.978021978022
3,-5,-511.9966818747408
-3,-1,1232.043956043956
-1,4,256.96153846153845
1,-4,-326.9946401225115
1,3,16.0
-2,-2,500.0187969924812
5,-1,-47.956043956043956
-5,1,4088.181818181818
1,0,-10.884615384615385
5,2,15.1
4,4,1.9615384615384615
-1,-2,131.0187969924812
-3,1,1288.1818181818182
-5,-1,4032.043956043956
-5,-5,3584.0033181252593
3,-2,-124.9812030075188
-1,4,256.96153846153845
0,-5,-430.9966818747408
5,1,8.181818181818182
-5,-5,3584.0033181252593
-5,3,4096.0
3,-5,-511.9966818747408
-5,3,4096.0
1,-3,-199.99055118110238
3,0,-26.884615384615383
-3,-3,1080.0094488188977
1,1,8.181818181818182
-2,-5,113.00331812525923
-2,-3,409.0094488188976
4,5,8.978021978021978
-1,1,248.1818181818182
-3,-2,1171.0187969924812
1,3,16.0
-2,1,617.1818181818181
3,4,0.9615384615384616
5,-2,-108.9812030075188
0,3,81.0
-5,3,4096.0
3,4,0.9615384615384616
1,1,8.181818181818182
-4,1,2393.181818181818
-3,0,1269.1153846153845
0,0,54.11538461538461
4,5,8.978021978021978
-5,-4,3753.0053598774884
-5,-1,4032.043956043956
5,-4,-326.9946401225115
