rows,50000
columns,6
x1,x2,x3,x4,x5,F16
-3,2,-5,-3,-1,32.45027399606397
5,-2,0,1,-1,32.0
-5,1,3,-5,-3,39.61107506129568
2,1,-3,-5,-3,36.9195174050334
5,0,2,2,4,32.0
-5,-5,1,3,-2,39.61107506129568
5,4,3,3,-2,32.2385937319941
1,1,4,-1,4,45.12108522253742
4,2,1,-3,0,33.68492727880568
2,3,0,5,2,32.0
1,4,3,2,-4,30.315072721194316
0,3,0,2,4,32.0
1,2,2,2,1,80.7418122794108
4,-3,1,4,4,31.10718120277191
3,-5,3,4,-1,31.761406268005896
-3,4,-1,4,-4,32.89281879722809
5,-3,0,1,-2,32.0
-3,-5,2,1,2,36.9195174050334
4,3,-5,-3,-5,32.2385937319941
-5,2,-5,5,4,-221.23820332654955
-4,-5,-5,-1,1,-29.820262333099052
2,2,-3,0,5,32.0
2,0,-1,-1,5,32.0
-1,4,0,2,5,32.0
-5,4,-2,3,-1,35.65730942531376
2,0,5,2,-2,32.0
-5,-3,0,0,1,32.0
4,5,1,0,-1,32.0
3,-2,0,1,3,32.0
-1,4,1,-1,1,18.87891477746258
-5,-2,3,-2,3,38.90207289191964
-3,-3,4,3,2,32.01006080778583
1,4,-3,-2,-5,30.315072721194316
-1,2,-4,3,-2,30.315072721194316
-4,1,5,0,-3,32.0
-4,-3,4,-5,-1,33.937955805733125
-3,3,4,3,2,31.989939192214173
-2,1,2,-4,3,6.172412802962484
-5,4,-4,5,-1,-13.958944646660441
3,0,-5,5,2,32.0
0,-2,2,-4,4,32.0
1,3,-4,0,2,32.0
4,-5,2,4,-1,61.706161913442344
-5,2,4,4,-3,61.706161913442344
-3,2,-4,1,1,30.315072721194316
5,-3,-5,0,-1,32.0
-2,-2,1,3,-4,35.17979408999634
-5,-1,4,2,-3,-7.958330995573995
-4,-4,1,-5,1,10.826653549108666
-1,-2,-3,-1,-1,29.733571839197335
5,-2,3,4,-2,28.342690574686237
-4,3,-4,3,-5,31.918282007259982
3,-3,2,4,4,31.845781836623086
0,5,-2,-5,4,32.0
5,-5,5,1,-2,-148.4979124956557
0,1,3,-4,5,32.0
-2,-3,-3,4,-5,31.845781836623086
2,-3,-3,3,4,31.981013247550578
-3,-5,3,5,4,31.303372892087747
-2,0,-5,5,-4,32.0
4,-3,-3,-2,-3,31.845781836623086
5,-4,-1,4,-1,53.17334645089133
4,0,-5,0,4,32.0
-3,5,5,-1,5,39.61107506129568
-2,-4,-2,0,5,32.0
3,-4,-5,-1,-4,34.60678170966399
4,3,3,1,0,31.89007955279736
3,4,-1,-4,-4,32.89281879722809
0,2,0,0,-1,32.0
-2,5,2,-5,-5,-131.68380798392306
-5,1,-4,5,-1,-29.820262333099052
5,0,3,-4,-5,32.0
5,3,5,4,-4,37.65829008552075
1,0,2,-3,-1,32.0
5,0,-2,1,3,32.0
-3,-5,5,4,-2,37.65829008552075
-5,2,5,1,4,-84.66717447185577
-2,-4,3,-1,5,33.68492727880568
-5,3,-3,-1,2,31.67906297204367
-3,1,4,-2,2,30.315072721194316
-4,5,2,-4,4,2.2938380865576526
0,3,1,-1,4,32.0
3,0,4,0,4,32.0
4,2,-3,1,5,33.68492727880568
-5,4,2,-5,-1,118.73370204648084
-1,-3,2,-5,0,27.0804825949666
-1,0,-5,0,0,32.0
-3,-5,-2,3,-3,32.45027399606397
-4,-2,-4,2,-2,51.20096430438325
4,-3,1,3,-4,32.10992044720264
0,5,5,-2,-2,32.0
-2,-3,-2,-4,1,34.36394953781481
0,0,1,5,-3,32.0
-4,3,0,3,3,32.0
-4,0,0,-4,2,32.0
-2,3,0,-4,-3,32.0
-1,5,2,-3,4,36.9195174050334
-3,-3,-5,4,-5,31.761406268005896
1,-4,0,-4,5,32.0
-4,1,0,-5,-1,32.0
3,5,5,-3,2,32.69662710791225
5,4,-3,-4,3,30.06204419426687
1,-3,3,5,5,31.67906297204367
-1,5,0,5,-1,32.0
-4,-3,5,-2,4,28.342690574686234
0,0,-5,-1,1,32.0
2,-1,4,-2,-4,6.17241280296248
1,2,-4,-5,1,-7.958330995574002
-3,3,-2,0,-1,32.0
-1,-4,3,-2,-3,33.68492727880568
-3,1,2,-4,5,30.315072721194316
5,4,-2,-2,-2,88.06145694061856
5,2,2,4,4,88.06145694061854
4,0,4,2,1,32.0
2,0,-5,-2,-2,32.0
0,5,3,1,-4,32.0
1,0,1,-3,2,32.0
-4,-5,-1,4,-2,10.826653549108666
5,-1,5,1,0,115.15562649045485
-2,0,2,-2,4,32.0
5,3,-1,2,1,27.0804825949666
-2,-5,4,3,4,35.65730942531376
5,4,2,4,-5,2.2938380865576526
-1,0,-1,-4,-2,32.0
1,-5,2,-2,-1,107.40934635226897
2,1,-4,5,0,71.958330995574
1,2,-4,2,1,57.827587197037516
3,-5,4,-4,4,30.06204419426687
5,4,-3,-5,4,37.65829008552075
-2,-4,-1,-1,2,50.408855822805656
-4,5,3,3,2,31.761406268005896
5,-5,-4,3,5,37.65829008552075
-1,0,0,0,2,32.0
-1,-1,3,-4,-2,30.79905222617915
-4,4,5,-4,-4,47.740869106601494
-5,1,-1,5,2,-51.15562649045485
-2,3,3,5,4,32.45027399606397
5,5,-4,-4,-4,-13.958944646660441
2,-4,-2,-2,-4,-4.2360521936507
5,3,2,5,-3,21.321677202486114
-1,-2,3,1,-1,29.733571839197335
-3,-4,5,5,-3,37.65829008552075
-1,5,-1,-5,-4,115.15562649045485
2,-1,0,-5,5,32.0
-4,-5,-1,-1,-1,60.48067644126826
5,2,1,-3,-3,27.0804825949666
4,2,-3,-5,4,35.65730942531376
-1,-1,3,2,-3,29.733571839197335
1,2,-3,-4,-4,30.315072721194316
-1,5,1,0,-5,32.0
0,5,3,0,-5,32.0
-1,4,-2,0,1,32.0
3,2,2,5,-5,25.097927108080363
0,1,-1,3,-4,32.0
-3,-1,2,-1,3,34.26642816080266
-1,-5,-2,1,2,85.74872124524913
-3,-4,-3,-1,5,31.89007955279736
