rows,50000
columns,6
x1,x2,x3,x4,x5,F13
0,-2,2,4,2,-5.10375
5,1,1,0,-4,inf
-5,0,-4,-3,-2,-5.001666666666667
-2,-3,-4,0,-3,inf
-5,-4,-3,4,-5,-5.4590000000000005
-3,-1,1,2,1,4.390000000000001
-5,5,-3,2,-1,-34.81
-5,3,1,3,-1,-23.37666666666667
1,2,1,-3,1,-2.143333333333333
4,4,0,4,-1,-10.31
-1,-5,-1,-1,-1,-29.91
-2,0,2,-5,-1,-8.350000000000001
0,3,-1,-3,-4,-5.41
-4,0,-3,0,5,inf
-5,2,3,-5,2,-5.655
5,-3,-4,-2,-2,-8.4725
1,4,3,-5,1,-3.45
-1,4,-1,-1,-4,-5.10375
4,2,1,5,5,-5.38648
0,4,-5,5,4,-5.2721875
0,2,5,4,4,-5.29515625
2,2,-4,-4,-1,-10.31
-1,-5,3,4,4,-5.41
4,1,5,5,-1,-7.37
5,-5,-2,3,-3,-4.986543209876543
2,-4,-2,2,-3,-5.047037037037037
5,0,-4,4,0,inf
-5,-5,-3,2,2,-4.7975
-5,3,-3,4,3,-4.865555555555556
4,-4,1,5,1,-8.350000000000001
4,-2,4,-3,2,-3.5725
2,-2,3,5,-4,-5.4253125
-3,-2,3,5,0,inf
1,-3,1,-5,-5,-5.4805600000000005
-4,5,0,5,5,-5.3002400000000005
5,4,3,4,4,-5.352578125
0,2,2,-3,-2,-5.614166666666667
2,4,-4,-5,-4,-5.4559375
0,5,-5,4,-5,-5.4982
1,5,3,-4,-3,-5.41
1,5,0,-3,2,-5.614166666666667
0,-1,-5,0,3,inf
-3,-5,-4,-1,-3,-5.954444444444444
3,5,-5,3,0,inf
-5,2,-1,4,2,-3.725625
4,-5,2,-5,-5,-5.51976
-3,5,-4,-5,-2,-5.0425
0,1,1,-2,2,-5.10375
2,1,4,1,-1,-5.41
4,5,-3,3,-1,-11.943333333333335
-3,1,-3,1,-5,-5.606
4,-2,-1,2,2,-6.635
0,-4,-4,-1,-2,-8.4725
4,2,-5,2,-1,-5.41
-1,5,-1,3,-5,-5.5276000000000005
-5,4,0,0,-5,inf
-2,-1,4,1,5,-5.3316
-2,-5,3,3,-3,-5.41
1,-4,1,-1,-1,-34.81
-3,4,3,-4,-4,-5.352578125
-4,-1,-2,-3,2,-5.41
-3,3,1,-5,3,-5.446296296296296
-2,-4,5,1,3,-5.591481481481481
-5,-5,2,5,3,-5.228518518518519
5,2,5,2,1,-7.86
-2,1,-3,4,-5,-5.4786
-1,3,2,0,3,inf
-3,0,4,-5,1,-3.45
0,-2,4,3,1,-3.7766666666666664
4,3,1,0,1,inf
0,-2,-3,-1,-4,-5.6396875
1,-5,-4,0,0,inf
-1,2,-3,-5,3,-5.337407407407407
-4,-5,-4,-3,-5,-5.462266666666666
2,-1,-1,5,-4,-5.440625
-1,0,-2,-4,-2,-5.869375
-3,1,-1,1,-1,-29.91
3,3,-3,1,0,inf
5,1,-3,-2,5,-5.2924
5,1,-1,-2,0,inf
-1,-2,3,1,-1,-5.41
1,0,3,-5,1,0.47000000000000064
