rows,50000
columns,6
x1,x2,x3,x4,x5,F18
-5,-5,4,-2,5,-1000
-1,5,3,1,-5,75
-4,1,-5,-5,-2,200
-5,4,-2,-5,3,-600
-3,2,-2,-4,2,-96
-5,0,-2,1,-5,0
-1,-2,3,4,2,48
5,1,-1,2,2,-20
1,4,-1,5,-1,20
5,-1,1,4,-2,40
0,-2,-4,-4,4,0
3,-2,3,-1,1,18
2,0,2,-5,5,0
0,3,0,-1,1,0
1,2,-1,-2,-3,-12
2,-2,4,0,-3,0
2,2,-5,-4,5,400
-3,-3,2,4,2,144
1,-3,-5,-5,0,0
-1,-2,0,4,-3,0
1,3,5,-3,-5,225
-5,-2,-2,-3,4,240
-2,-5,2,0,2,0
-4,2,2,-3,-4,-192
4,5,-1,3,2,-120
3,1,-4,1,0,0
-1,-5,-2,1,-1,10
1,0,2,4,-3,0
4,-1,3,1,-3,36
1,-1,-1,3,1,3
1,2,-1,4,5,-40
5,1,-1,-4,1,20
-3,4,-3,-4,-2,288
-1,-3,5,-3,-4,180
-1,5,5,5,-1,125
4,0,5,-1,-3,0
1,0,3,0,3,0
-5,0,-4,3,-4,0
1,3,4,-2,3,-72
5,-2,-3,0,0,0
4,0,0,2,2,0
-3,-2,-1,-4,2,48
0,-4,-1,-4,-3,0
-5,-1,-2,0,2,0
-5,-4,3,4,0,0
-5,2,1,2,-3,60
4,5,2,4,-4,-640
-1,3,5,0,0,0
1,-4,-4,0,4,0
5,2,3,-2,-2,120
2,-4,-2,4,1,64
5,-3,-2,3,-4,-360
-3,3,-1,-2,0,0
-2,5,-4,0,-4,0
-4,-2,2,-3,4,-192
-3,-4,0,-4,0,0
3,1,0,4,2,0
-4,4,-2,0,4,0
4,0,-4,5,3,0
-2,1,-5,1,-2,-20
-2,0,-5,-3,-1,0
3,3,-2,-4,-4,-288
-5,1,-2,5,-2,-100
-5,0,1,-2,1,0
-1,2,4,3,5,-120
-2,2,4,-2,2,64
1,-3,-3,5,2,90
5,5,-5,0,-2,0
-2,5,0,4,-2,0
-3,3,2,-3,1,54
0,-2,2,0,0,0
2,1,0,5,-2,0
1,-5,-2,2,3,60
-5,-4,4,0,-4,0
5,-1,0,-1,0,0
5,0,1,2,2,0
5,-3,5,1,1,-75
-4,-5,-3,2,-2,240
-4,4,2,4,3,-384
-1,-2,-1,5,2,-20
4,0,-2,-2,-5,0
5,-2,-2,-5,-5,500
-3,4,3,3,-2,216
5,-2,-4,1,-2,-80
-5,3,1,5,-5,375
-3,-3,3,0,-4,0
-3,1,4,-5,-5,-300
0,4,3,5,4,0
1,-2,5,0,-1,0
4,-4,-3,-3,0,0
2,-4,1,2,2,-32
4,-3,-1,5,-2,-120
5,4,5,4,-5,-2000
0,0,-4,-5,-5,0
5,2,1,-2,4,-80
0,-5,4,-5,5,0
-4,3,5,3,3,-540
1,0,2,5,-3,0
4,-1,4,1,-3,48
1,3,3,-4,-5,180
1,2,-1,-4,1,8
-4,5,5,-1,-3,-300
-5,5,4,3,5,-1500
-2,-3,3,-4,4,-288
0,0,-5,4,-4,0
-3,3,2,5,4,-360
-2,1,-3,2,0,0
4,-4,1,0,1,0
1,5,4,-5,5,-500
-5,2,-2,-3,-5,300
-2,-3,-4,1,-5,120
-2,3,4,3,2,-144
4,-2,0,2,-5,0
1,3,-3,5,-1,45
3,2,-3,-3,0,0
-3,-4,-1,4,-1,48
-3,0,4,-2,3,0
-1,1,1,4,1,-4
-3,-4,1,-5,5,-300
1,-4,-1,2,-5,-40
3,-2,-3,-2,4,-144
-3,-3,4,-3,-5,540
3,0,-4,-5,2,0
0,-5,0,1,5,0
3,3,-1,-5,-4,-180
-2,4,-5,1,0,0
5,-1,-2,5,-4,-200
-3,4,1,5,-2,120
5,-4,0,-5,3,0
-4,3,5,-1,-1,-60
5,5,2,-4,3,-600
-3,-4,-3,2,4,-288
0,0,3,4,4,0
-1,3,4,2,-5,120
5,3,4,3,-2,-360
4,1,2,-2,2,-32
-2,-3,3,3,-5,-270
0,-5,-2,5,0,0
-4,5,1,4,1,-80
2,3,-5,3,3,-270
5,-3,-2,0,-1,0
2,-4,2,2,2,-64
-5,4,-1,-1,4,-80
-1,-4,0,-3,-4,0
3,1,5,-1,4,-60
0,3,4,4,-4,0
4,-5,-4,4,-3,-960
0,0,-4,2,-2,0
-3,5,-2,-3,-2,180
-3,4,-2,2,4,192
-5,-1,1,-1,-4,20
-3,4,-4,1,1,48
0,2,5,3,5,0
2,-1,-3,-5,2,-60
2,2,-2,0,-2,0
-4,1,-3,-5,0,0
-1,-3,5,-2,0,0
5,3,-4,1,-4,240
5,-1,5,-5,5,625
-5,0,-4,4,2,0
-1,2,3,-4,-1,-24
-1,-3,0,-5,0,0
4,-4,-2,0,-3,0
-4,-5,4,5,3,1200
5,-5,3,1,2,-150
1,-5,-5,3,2,150
-2,-5,4,-3,-2,240
2,-4,2,0,-1,0
-2,0,2,-4,4,0
-3,2,1,-1,-1,-6
-4,0,2,0,-1,0
-3,-1,4,5,2,120
-1,2,-2,-3,1,-12
3,5,5,1,4,300
1,5,5,-5,-1,125
-5,-5,5,2,2,500
1,-3,-4,5,1,60
-1,3,3,4,2,-72
0,1,1,-5,1,0
2,-1,4,4,-5,160
-4,5,2,-5,-5,-1000
-3,-3,2,1,2,36
0,2,-2,3,-5,0
3,0,-5,-2,-3,0
-1,4,-2,1,-5,-40
2,0,0,-5,-2,0
0,0,3,-2,4,0
