rows,50000
columns,6
x1,x2,x3,x4,x5,F21
3,-4,1,-3,2,2.46612064485336
3,-5,-4,-5,2,2.46612064485336
-5,-2,4,-2,-4,1.442324247285332
3,-5,-1,-4,-1,1.1287426430051362
3,-1,-5,-5,1,2.871257356994864
-3,3,0,-2,3,1.3781160959971581
-5,-5,-3,-2,-2,2.3254073241842117
-3,2,5,-2,-3,2.621883904002842
0,-2,-4,4,-4,0.14474522298767822
3,5,4,1,1,2.871257356994864
4,-4,-3,3,3,2.10088677261303
5,5,-2,3,-2,2.3254073241842117
5,-2,-3,0,-5,2.1357932753017765
-1,0,4,-1,-3,3.3438229774956336
2,-1,0,-4,-2,2.791764124836436
-1,-1,2,-1,3,0.6561770225043664
-4,5,-5,-5,0,2.0
5,5,-3,3,-2,2.3254073241842117
-3,-5,-2,-3,2,2.46612064485336
-4,-1,1,-3,3,2.10088677261303
5,-4,-2,-5,5,1.8642067246982235
0,3,-2,-3,-3,0.5556910657136542
4,1,3,0,4,2.1295918500429156
-5,-1,1,-2,1,1.39175934740093
0,3,-1,3,1,-0.0234721893761054
-1,-5,5,3,-3,3.3438229774956336
0,2,-3,-3,-2,3.082552880825075
5,-4,4,-1,-1,2.6082406525990702
-3,-2,1,2,-4,2.7988270765758507
3,0,4,3,4,1.2011729234241493
0,-5,-2,2,4,3.8552547770123216
4,-3,-1,1,3,2.10088677261303
-4,2,0,4,1,1.8586579548098925
-3,5,4,2,-4,2.7988270765758507
3,1,-5,0,-5,1.805486710512446
-5,1,5,0,-4,1.442324247285332
2,-1,-5,-5,-1,3.4799394242350346
1,3,1,-1,-3,3.3438229774956336
0,-3,-1,0,4,3.8552547770123216
2,-2,-3,1,-3,0.9436525276464014
3,0,0,-3,1,2.871257356994864
1,0,-3,-5,-5,1.5796780939992932
0,-1,2,-1,4,3.8552547770123216
-2,-1,5,-4,1,0.5200605757649652
4,1,0,3,-3,1.8991132273869702
4,-3,-4,2,0,2.0
2,-3,1,-1,-1,3.4799394242350346
2,-4,0,1,0,2.0
-4,3,-5,1,-5,2.0315554364414834
-4,-5,-5,5,-2,2.0756176630475145
3,4,0,-3,2,2.46612064485336
5,-1,-2,0,5,1.8642067246982235
-1,5,3,4,1,3.8826916858688527
-5,-4,0,3,-3,1.5658515034912057
1,1,3,3,3,0.6561770225043664
0,1,2,-4,4,3.8552547770123216
5,2,5,-5,2,1.6745926758157883
5,-1,-5,-4,-2,2.3254073241842117
2,-4,-5,5,-2,2.791764124836436
5,-4,-4,1,5,1.8642067246982235
0,1,5,1,-5,2.4517519749844126
-5,-3,0,4,0,2.0
0,3,5,4,-1,4.023472189376106
-3,1,5,3,5,2.194513289487554
1,-2,-2,-2,2,3.0072356412623353
0,0,3,-5,-4,0.14474522298767822
3,-3,-5,-4,0,2.0
-5,-5,2,-3,-4,1.442324247285332
-2,-2,-3,3,2,1.208235875163564
-2,5,-5,-4,1,0.5200605757649652
-1,1,5,4,0,2.0
1,-4,-2,-5,3,0.6561770225043664
0,4,-5,-4,1,-0.0234721893761054
2,2,-2,4,-1,3.4799394242350346
3,-4,5,0,-4,2.7988270765758507
-1,0,-2,-1,-5,1.5796780939992932
2,-3,-2,-2,1,0.5200605757649652
2,-5,-3,-4,5,1.6695948868160084
1,2,-2,4,3,0.6561770225043664
2,5,1,3,0,2.0
1,4,-1,5,1,3.8826916858688527
5,-2,4,-2,4,2.557675752714668
-4,2,-5,-4,-5,2.0315554364414834
-2,1,-1,3,2,1.208235875163564
5,0,3,-2,2,1.6745926758157883
-2,-4,5,2,-5,2.330405113183992
3,-2,4,4,-3,2.621883904002842
5,5,-4,2,0,2.0
-4,-4,5,-3,5,1.9684445635585164
-4,5,2,-5,4,2.1295918500429156
-1,-3,2,-3,2,3.0072356412623353
5,-1,5,-1,-3,1.5658515034912057
4,-1,-1,1,-5,2.0315554364414834
0,-1,-1,2,-5,2.4517519749844126
4,2,4,-1,-4,1.8704081499570844
-5,-4,-2,-4,-2,2.3254073241842117
3,-1,4,-4,1,2.871257356994864
3,4,-2,-5,1,2.871257356994864
-5,1,3,-4,-2,2.3254073241842117
5,-5,-4,-3,5,1.8642067246982235
-3,0,-2,-3,-1,1.1287426430051362
-1,2,5,-4,-5,1.5796780939992932
2,2,4,2,1,0.5200605757649652
1,-4,-4,1,4,0.27382221401989026
2,3,1,4,2,1.208235875163564
5,5,-5,5,1,1.39175934740093
-3,0,3,4,-2,1.53387935514664
-5,-1,5,4,-2,2.3254073241842117
-3,0,3,1,5,2.194513289487554
4,0,0,-1,0,2.0
2,-4,4,4,4,3.3569075477866983
5,2,2,-3,3,2.434148496508794
0,2,0,4,4,3.8552547770123216
0,0,3,-1,-2,3.082552880825075
3,0,2,1,-5,1.805486710512446
-4,1,0,0,-1,2.1413420451901075
-4,5,1,-4,-5,2.0315554364414834
-4,2,1,-2,-5,2.0315554364414834
1,1,-4,-4,-3,3.3438229774956336
5,0,3,-4,1,1.39175934740093
-2,2,-5,-1,1,0.5200605757649652
2,4,4,-5,-2,2.791764124836436
-1,-3,-4,0,4,0.27382221401989026
4,-2,-5,-3,-4,1.8704081499570844
-4,3,2,-4,-2,2.0756176630475145
0,0,-5,-1,5,1.5482480250155874
-1,-3,-2,4,3,0.6561770225043664
5,1,3,0,4,2.557675752714668
-1,1,-3,2,-5,1.5796780939992932
-3,-1,-3,-3,1,2.871257356994864
-1,-2,2,-5,-2,0.9927643587376644
-2,-3,1,4,4,3.3569075477866983
2,-2,0,-2,-2,2.791764124836436
0,-2,3,-4,-1,4.023472189376106
4,-3,4,2,-5,2.0315554364414834
4,-4,-4,1,-5,2.0315554364414834
-4,1,5,-1,1,1.8586579548098925
-5,3,-1,-4,-2,2.3254073241842117
-1,-4,5,-2,-2,0.9927643587376644
-2,5,-4,3,4,3.3569075477866983
-5,-5,1,3,5,1.8642067246982235
-2,5,-4,5,-2,2.791764124836436
0,5,0,0,-4,0.14474522298767822
5,-3,4,2,0,2.0
-3,-2,0,5,-2,1.53387935514664
2,-5,-4,1,-3,0.9436525276464014
0,4,3,1,4,3.8552547770123216
4,-4,4,2,-1,2.1413420451901075
-5,4,3,-4,4,2.557675752714668
-2,5,-2,4,3,3.0563474723535986
-5,-2,5,0,3,2.434148496508794
3,-4,0,-3,-3,2.621883904002842
-1,5,2,-3,1,3.8826916858688527
0,-1,1,3,-3,0.5556910657136542
-2,-5,-3,4,-2,2.791764124836436
2,-3,-3,-1,4,3.3569075477866983
0,-5,-2,4,0,2.0
4,-2,-2,-1,2,1.9243823369524855
4,3,5,4,-3,1.8991132273869702
3,-1,5,5,2,2.46612064485336
0,-2,-2,5,-3,0.5556910657136542
0,2,-5,3,4,3.8552547770123216
-1,-4,4,1,5,2.420321906000707
0,0,0,5,-2,3.082552880825075
-4,1,-5,-1,-4,1.8704081499570844
4,-5,5,-5,4,2.1295918500429156
1,2,-3,-3,-3,3.3438229774956336
3,2,-3,-2,-2,1.53387935514664
2,1,-4,3,-1,3.4799394242350346
5,-3,5,-2,5,1.8642067246982235
-5,3,3,0,-1,2.6082406525990702
-1,-5,4,3,0,2.0
5,-1,4,-3,2,1.6745926758157883
3,-4,-3,-2,-4,2.7988270765758507
0,5,-2,4,-2,3.082552880825075
-1,5,1,-2,5,2.420321906000707
-3,3,-1,3,0,2.0
-2,0,1,5,1,0.5200605757649652
5,0,2,4,5,1.8642067246982235
4,-2,3,-4,2,1.9243823369524855
3,3,-4,3,-4,2.7988270765758507
2,2,0,-4,-3,0.9436525276464014
3,-5,-4,-3,-3,2.621883904002842
2,-1,-2,-3,-4,0.6430924522133015
-1,5,-1,2,3,0.6561770225043664
-3,3,3,-1,-2,1.53387935514664
5,-3,3,4,3,2.434148496508794
1,-3,4,1,2,3.0072356412623353
2,-5,-2,-4,-5,2.330405113183992
0,1,1,2,4,3.8552547770123216
4,-4,-1,-4,0,2.0
-3,-2,-2,0,-1,1.1287426430051362
1,-3,-2,4,-2,0.9927643587376644
1,-1,2,3,-1,0.11730831413114706
