rows,50
columns,6
x1,x2,x3,x4,x5,F19
2,5,5,3,-2,10018.017438386043
0,-5,-5,-4,-2,12.0
1,0,-5,4,-4,69.54143059305352
-1,2,1,-5,-4,-152.3665585523685
-1,5,-2,1,0,-4921.551069080727
2,2,-4,-3,-2,-389.2979815267301
-3,-1,-3,-4,1,12.579622477353503
-1,5,3,-4,0,5778.227888475243
1,2,4,0,0,-264.1865531131923
3,-5,-2,1,-5,11.979499277158915
2,1,3,0,-2,118.91197478572363
1,5,-4,-5,-3,10247.58459354458
4,-2,1,4,-1,12.14837795550516
3,-2,-4,-2,5,11.284084971492804
-4,3,2,-3,-3,271.17563101070755
2,4,-1,2,3,860.2453786659098
0,2,1,-1,3,12.0
2,2,4,-4,5,511.6499733100002
3,0,1,-3,1,12.733362156791106
3,0,-4,3,-1,8.700800067871894
-5,-2,3,-3,-5,4.156239583413199
2,2,-5,5,1,-144.88322444864352
3,5,5,-3,-4,628.579381098969
3,3,-5,4,-5,-93.78363002004674
-5,0,3,2,4,-93.16863039445386
-5,-3,4,-2,-4,10.16718865875056
-5,1,-1,5,1,-119.25006402510215
0,1,1,-5,5,12.0
1,0,1,4,4,13.474752505477047
-3,-5,5,5,-2,11.951704547606985
2,-5,-5,3,2,11.57091152153222
1,-5,-3,4,5,12.261786341131257
0,4,3,1,1,12.0
1,3,-5,-3,3,977.1954179833781
1,2,3,-3,-1,-185.29755523742273
-4,-4,-4,2,2,11.769069156556817
1,0,-5,2,3,38.30424396931278
-5,-2,-1,3,5,14.353724946314786
3,4,-4,-2,4,-276.82073619397477
3,-3,5,-1,-1,12.279226531882955
-1,-4,-4,-4,-2,11.513562519569096
-3,-5,5,-2,-3,11.983777873654454
-5,2,-5,-3,-3,782.728313123936
1,4,2,1,1,-213.80592443947756
-1,-4,-2,1,-5,11.391151429113119
2,2,-3,1,-3,-429.48653536698424
5,-1,-5,5,-4,-0.0841627232112998
3,-3,1,1,-5,11.976264549600147
-5,1,-4,-1,-2,146.67270388341154
3,-1,-2,1,-4,10.88069845853455
