rows,50
columns,6
x1,x2,x3,x4,x5,F16
-1,0,-3,-1,5,32.0
2,4,1,-1,3,13.591144177194344
-1,2,-1,1,-4,56.762106810055705
3,1,-1,0,-4,32.0
0,1,-1,-1,-2,32.0
-5,4,2,-5,4,118.73370204648084
0,-1,-1,-1,-3,32.0
-3,4,-2,-3,4,31.845781836623086
1,-4,1,-4,1,22.24541134753736
2,2,2,0,5,32.0
3,-1,3,1,-2,32.147856112321165
-4,-3,-1,-1,4,33.20094777382085
4,-3,2,-5,5,35.65730942531376
1,1,4,-1,1,45.12108522253742
-4,4,1,2,0,18.314332003154647
3,2,3,1,0,32.20744182421479
-1,4,1,3,-4,30.79905222617915
-3,-1,4,1,4,33.20094777382085
3,0,3,-5,-3,32.0
3,4,0,0,-2,32.0
-3,-3,1,-5,-4,31.67906297204367
2,2,1,-5,-3,-43.40934635226898
5,-3,3,-5,5,31.303372892087747
-3,0,0,4,-3,32.0
-1,-5,4,1,4,60.48067644126826
-1,2,-5,-4,0,71.958330995574
0,-4,-4,0,4,32.0
0,2,3,4,-5,32.0
-4,4,0,4,-3,32.0
-2,3,-1,-4,-4,33.68492727880568
-5,-5,-2,2,-4,195.68380798392303
2,-5,-4,-1,4,71.958330995574
3,-4,0,-1,-2,32.0
5,5,2,3,1,21.321677202486114
0,4,-4,-1,5,32.0
-5,0,0,4,0,32.0
-5,3,3,-3,-5,31.9706252491525
-5,-4,-3,-2,3,35.65730942531376
-2,-1,5,-3,-3,27.0804825949666
2,-5,2,2,2,137.79915922705044
4,3,2,-2,1,29.63605046218519
2,-1,4,3,3,33.68492727880568
5,-5,-3,-4,-2,26.341709914479253
2,-5,1,-1,-4,-21.74872124524915
-4,1,3,3,5,32.10992044720264
-3,3,-2,5,-5,31.549726003936033
0,-3,-1,4,1,32.0
-4,-1,-5,4,5,10.826653549108666
4,-5,-5,5,3,166.18729161205982
4,-5,-4,4,1,47.740869106601494
