rows,50
columns,3
x1,x2,F8
1,1,0.2
-3,5,0.52
-4,1,0.11538461538461539
-2,4,1.027027027027027
3,3,1.0
2,5,0.7
1,3,0.6
-4,1,0.11538461538461539
1,3,0.6
1,3,0.6
1,-3,0.12000000000000001
0,5,0.5588235294117647
4,-2,1.027027027027027
1,2,0.30000000000000004
-1,-2,0.06548856548856549
-1,3,0.5384615384615384
4,-5,1.0121951219512195
3,3,1.0
1,-4,0.11538461538461539
2,5,0.7
-5,-1,0.05065666041275797
-2,-2,0.05405405405405406
-4,-2,0.042411642411642414
4,-3,1.02
-4,1,0.11538461538461539
-2,-5,0.03922214897824654
0,2,0.25882352941176473
0,4,1.0588235294117647
0,5,0.5588235294117647
-4,-1,0.05384615384615385
-1,-3,0.05846153846153847
3,-2,0.527027027027027
-5,2,0.21219512195121953
-1,4,1.0384615384615385
-1,-2,0.06548856548856549
3,-2,0.527027027027027
0,-5,0.07101865136298421
0,0,0.11764705882352941
2,-3,0.22
1,3,0.6
-1,-3,0.05846153846153847
-1,5,0.5384615384615384
4,-1,1.0384615384615385
2,4,1.2
-2,-2,0.05405405405405406
-1,5,0.5384615384615384
0,-5,0.07101865136298421
3,4,1.5
-3,3,0.52
3,3,1.0
