rows,50
columns,6
x1,x2,x3,x4,x5,F17
-1,0,-3,1,1,23.900081526863815
-4,-4,2,-3,2,22.288078562628446
-4,3,4,4,-5,20.37653150750551
4,1,4,2,-2,30.438450386683073
-4,-3,0,5,1,22.0
5,4,0,1,3,22.0
0,4,-4,-1,-3,22.55739443001025
5,1,1,-5,5,25.90696825074524
5,0,-3,3,-1,22.16729628857989
2,5,-1,1,1,29.978921273996534
0,-2,-4,3,1,21.29809317781579
-2,-4,-2,3,4,22.423780196161985
5,2,-3,4,2,14.191861611483695
-4,-2,3,3,5,23.674178779140576
-5,2,1,-1,1,28.64478167626723
-3,-1,2,2,1,19.910965085804477
5,0,-3,4,-2,21.10281858402881
-5,-1,1,-3,5,22.831058825593217
-3,5,0,-3,-1,22.0
4,-4,0,-2,5,22.0
3,1,-2,5,1,31.890545477334946
1,-2,0,2,2,22.0
-2,1,2,1,-4,28.723989587164574
-4,-3,0,3,-1,22.0
5,5,5,-1,5,34.94867912645192
-3,0,5,-1,1,18.50150784053856
-3,-1,1,1,4,20.472739830163427
-4,-2,-3,-4,5,13.021665212011182
-2,0,5,-3,-5,21.753370486245924
-2,5,1,-1,-1,29.978921273996534
5,3,0,0,-5,22.0
1,5,-5,1,-4,35.85560867604243
4,1,0,0,1,22.0
1,-3,2,-3,5,22.227270895114867
-4,2,-5,1,4,27.411735710578895
5,-3,4,1,2,21.501606678871795
-1,2,-3,-1,3,12.415787136747854
-3,1,-1,-2,2,29.409280516545667
-3,-1,3,2,0,19.843729614225015
3,1,-5,3,1,20.490282701370337
5,4,4,1,3,25.087361883601787
-3,2,4,4,5,25.79599459892128
-1,-5,4,0,-5,22.0
0,-1,-2,1,2,30.713203702987645
2,1,-5,5,1,29.94773369378953
2,2,5,-1,-4,28.251015443184595
-5,5,4,4,-2,33.63903391384633
5,0,-4,-5,-5,23.14167809515552
-2,0,2,4,1,20.724830542086167
-2,-4,-1,3,5,22.33479179172589
