rows,50000
columns,6
x1,x2,x3,x4,x5,F3
-2,1,-1,-4,-3,0.07407407407407407
3,1,1,2,3,0.7142857142857143
2,-5,-1,2,-2,0.08928571428571429
-3,4,3,-4,4,0.10869565217391304
2,-3,4,2,-2,0.14492753623188406
0,-2,0,3,1,0.19230769230769232
3,-3,-1,2,-5,0.08196721311475409
5,4,1,3,0,0.43478260869565216
5,3,2,0,0,0.35714285714285715
1,-1,5,0,1,0.23809523809523808
-1,-4,-5,3,0,0.06993006993006994
-5,-5,3,-4,2,0.0546448087431694
2,3,-5,1,-5,0.07246376811594203
3,1,-4,4,1,0.15873015873015872
-4,-3,-3,0,-2,0.0625
4,4,-1,5,-2,0.19230769230769232
4,4,-2,5,0,0.2222222222222222
-5,2,-3,-3,4,0.06993006993006994
-4,-3,5,1,-1,0.08771929824561403
-4,5,5,-2,0,0.10416666666666667
-1,5,-4,2,2,0.13157894736842105
-2,-3,0,-1,5,0.10526315789473684
4,0,-1,5,-3,0.14084507042253522
3,3,-1,1,3,0.4
5,-1,2,5,-5,0.10638297872340426
-4,-3,-4,-4,-1,0.049019607843137254
5,4,1,4,1,0.5263157894736842
3,0,4,-4,2,0.15384615384615385
1,1,-1,-1,5,0.20408163265306123
-2,2,-4,-5,3,0.06944444444444445
-5,3,4,0,1,0.12048192771084337
-3,3,5,-3,-5,0.06896551724137931
-4,4,1,4,-3,0.10416666666666667
-3,5,-4,-4,1,0.06802721088435375
4,4,-3,4,0,0.18867924528301888
4,-2,-3,4,-5,0.07575757575757576
-4,-1,2,2,2,0.136986301369863
4,-5,0,0,-4,0.072992700729927
-4,5,-5,-5,2,0.053475935828877004
1,-2,-4,-1,-1,0.08695652173913043
-2,-3,-4,-4,-1,0.05555555555555555
3,-2,2,-1,-5,0.09009009009009009
5,4,2,-1,-4,0.13157894736842105
-3,-1,-2,-2,-5,0.05847953216374269
-4,0,1,1,0,0.125
-3,-5,-1,-4,4,0.05847953216374269
-4,3,-2,2,3,0.125
-4,-2,4,-5,-5,0.04807692307692308
0,-5,3,1,1,0.11627906976744186
1,0,-5,-5,3,0.0684931506849315
1,5,-2,1,-4,0.10989010989010989
4,-3,0,0,3,0.16666666666666666
-5,5,3,2,4,0.13333333333333333
-5,0,3,-2,-5,0.059880239520958084
-1,-5,-3,-4,-5,0.042735042735042736
5,3,1,3,-4,0.16129032258064516
5,4,0,3,-5,0.12048192771084337
4,2,3,-4,-5,0.08333333333333333
0,-3,-1,-3,-5,0.060240963855421686
-4,5,0,4,-3,0.09615384615384616
2,5,4,2,-4,0.16393442622950818
-3,-4,3,-2,-4,0.06097560975609756
-3,-5,-5,-2,0,0.04926108374384237
-3,0,0,1,0,0.1388888888888889
-2,0,-1,5,-3,0.10526315789473684
2,-1,5,-2,4,0.19230769230769232
-2,2,-2,-4,-5,0.05917159763313609
-5,3,3,0,-2,0.0970873786407767
3,2,5,5,5,0.5555555555555556
0,-2,-1,4,1,0.16666666666666666
-5,0,5,-1,0,0.09345794392523364
-3,-2,-4,4,3,0.08620689655172414
5,4,-2,0,3,0.22727272727272727
-1,-5,2,-1,5,0.09433962264150944
-1,1,3,3,-2,0.2
5,0,-1,4,2,0.2777777777777778
3,3,1,-3,0,0.18518518518518517
2,5,2,-4,0,0.14492753623188406
3,-3,5,2,-3,0.12195121951219512
0,-2,0,2,-1,0.15384615384615385
-1,-1,-4,3,3,0.11627906976744186
2,3,-3,2,-2,0.14705882352941177
-1,-5,-3,5,5,0.07751937984496124
-5,-4,-4,1,-2,0.05102040816326531
5,1,-2,2,-4,0.11363636363636363
5,-4,-5,0,-4,0.05555555555555555
5,0,-1,-5,-5,0.06172839506172839
-5,1,2,4,4,0.13157894736842105
3,2,4,-3,1,0.2127659574468085
-3,-2,3,-1,4,0.12048192771084337
0,-2,-4,-4,5,0.07092198581560284
2,-2,1,2,-2,0.16393442622950818
-3,-3,-4,4,4,0.078125
0,0,1,1,-1,0.2127659574468085
-1,-1,4,-2,-5,0.07874015748031496
2,2,-3,3,4,0.22727272727272727
-1,1,2,4,3,0.37037037037037035
1,-2,-5,-4,3,0.06802721088435375
5,-1,-1,-3,4,0.1282051282051282
2,4,-5,3,2,0.1388888888888889
3,1,3,4,-2,0.2857142857142857
4,-5,1,3,0,0.12048192771084337
3,1,-4,-3,5,0.10204081632653061
-2,0,3,-5,0,0.08928571428571429
0,-2,-3,1,3,0.12658227848101267
3,-3,-5,-2,3,0.07692307692307693
0,-4,4,-5,1,0.07575757575757576
-1,3,5,-1,-1,0.17543859649122806
2,-5,3,4,-3,0.09345794392523364
1,-2,1,-2,3,0.15873015873015872
4,5,2,5,0,0.4166666666666667
4,-1,-1,-4,-5,0.06622516556291391
-2,1,1,-5,-3,0.07246376811594203
5,2,1,0,0,0.3125
-2,-5,-4,2,-4,0.05181347150259067
5,4,0,-3,-4,0.09615384615384616
4,1,5,-3,4,0.19607843137254902
-4,4,5,3,1,0.15873015873015872
3,0,2,5,3,0.5263157894736842
-1,-3,4,3,4,0.1694915254237288
0,-3,-4,4,1,0.09615384615384616
-3,-3,1,-1,1,0.09900990099009901
-4,-4,-5,1,-4,0.045454545454545456
0,1,-5,3,-2,0.09345794392523364
-2,4,-3,5,0,0.125
0,2,5,-5,1,0.11494252873563218
-3,1,4,-1,-2,0.11494252873563218
-2,1,3,2,-1,0.19607843137254902
-1,0,-1,-2,-4,0.08333333333333333
5,2,5,-2,-5,0.0970873786407767
-1,-1,1,-3,3,0.12987012987012986
-4,-2,0,1,-2,0.08547008547008547
-2,0,-2,5,4,0.14492753623188406
4,-2,5,-5,1,0.0970873786407767
-1,4,5,0,2,0.2777777777777778
-2,4,0,-5,0,0.08849557522123894
1,4,2,5,4,0.625
-1,5,2,0,-4,0.11904761904761904
4,-4,-1,-4,5,0.08064516129032258
-1,-2,-4,5,2,0.1
-4,-4,0,0,5,0.08
-1,2,-5,-4,-2,0.0625
1,-4,-5,-5,2,0.053475935828877004
-1,2,0,4,-2,0.17543859649122806
-2,2,-5,-1,-4,0.0625
-1,1,1,-5,-3,0.07751937984496124
-4,3,-1,3,-2,0.10526315789473684
2,1,5,-1,2,0.3225806451612903
-5,1,3,-5,-5,0.04975124378109453
2,-2,5,-2,2,0.16393442622950818
-3,3,4,0,-4,0.1
-5,-3,4,-4,5,0.06289308176100629
-5,5,-5,5,-5,0.04878048780487805
3,5,2,-4,0,0.14705882352941177
0,-4,3,3,-4,0.08928571428571429
-4,-1,4,-2,0,0.09523809523809523
-5,1,-2,-4,3,0.06802721088435375
-2,2,-5,-1,5,0.08695652173913043
1,-3,3,2,-5,0.09090909090909091
-4,0,1,3,-5,0.07633587786259542
-2,0,3,-2,0,0.136986301369863
-5,-2,1,5,4,0.0970873786407767
-2,-2,0,-2,-5,0.06535947712418301
5,2,-2,-1,0,0.16666666666666666
4,1,3,5,0,0.43478260869565216
-1,3,3,3,-3,0.17543859649122806
1,3,-4,2,-3,0.10526315789473684
-2,4,-4,5,2,0.11764705882352941
-2,-3,3,-5,4,0.07633587786259542
4,-4,1,5,-3,0.10101010101010101
2,3,3,-5,-2,0.10526315789473684
-4,-1,3,1,-1,0.1111111111111111
-5,-1,-4,-5,-3,0.042735042735042736
-1,-5,3,-1,0,0.09090909090909091
-5,4,-1,-2,0,0.08333333333333333
3,-2,2,-5,-1,0.09009009009009009
1,1,1,4,5,0.45454545454545453
-5,2,4,-3,-1,0.08130081300813008
2,1,5,0,-3,0.1694915254237288
-1,0,5,1,-3,0.13513513513513514
-4,3,-1,3,-5,0.07462686567164178
3,3,-3,5,4,0.21739130434782608
3,-2,4,0,-3,0.13157894736842105
-4,-2,3,3,1,0.12048192771084337
-5,0,0,1,-2,0.08620689655172414
0,1,2,2,5,0.4166666666666667
-2,1,2,4,-2,0.16393442622950818
-4,-3,5,-1,-1,0.07936507936507936
0,1,0,1,-1,0.2127659574468085
-4,-3,4,1,-1,0.09009009009009009
2,0,-2,-4,-4,0.07246376811594203
-4,5,4,-4,-2,0.07518796992481203
4,-5,-1,1,5,0.10638297872340426
1,1,-2,-1,0,0.15873015873015872
-2,-2,0,-1,-1,0.10416666666666667
4,3,3,5,-1,0.38461538461538464
5,2,4,-2,4,0.2702702702702703
0,0,5,-1,-5,0.09345794392523364
2,-5,1,-1,-5,0.06493506493506493
-4,0,-1,-2,-1,0.08333333333333333
1,-2,0,4,0,0.18867924528301888
-3,2,5,-2,-3,0.09345794392523364
2,-5,4,-2,2,0.10309278350515463
0,-5,-4,-1,2,0.06944444444444445
-4,0,1,-5,-3,0.059880239520958084
1,4,1,-2,-5,0.0970873786407767
-4,3,-2,-1,-1,0.09009009009009009
-1,0,3,-4,-5,0.06993006993006994
3,1,0,1,1,0.38461538461538464
4,-1,-5,1,-5,0.06493506493506493
-4,5,2,4,0,0.14492753623188406
3,-1,2,-2,2,0.20833333333333334
-5,2,-5,-1,4,0.06622516556291391
4,5,4,0,5,0.4166666666666667
0,-1,1,1,0,0.2127659574468085
-5,-1,0,-4,2,0.06944444444444445
5,-4,-3,1,5,0.09803921568627451
-2,4,4,-1,-1,0.15625
3,1,1,-2,4,0.2564102564102564
-5,1,4,-2,0,0.09259259259259259
-3,-2,2,-4,-1,0.07575757575757576
2,-2,1,-2,2,0.16393442622950818
-5,1,4,5,-1,0.10638297872340426
4,-5,3,1,5,0.1282051282051282
5,3,3,0,5,0.45454545454545453
-5,4,3,2,-3,0.09345794392523364
-5,3,0,4,3,0.12658227848101267
-2,4,-3,-5,5,0.07407407407407407
4,-4,-3,4,-3,0.078125
0,1,-4,-1,3,0.12048192771084337
-2,0,-2,-1,4,0.12345679012345678
5,-5,-2,5,1,0.09433962264150944
-2,3,2,-1,-4,0.10416666666666667
3,2,3,-3,1,0.21739130434782608
1,3,-1,0,-2,0.1694915254237288
-5,0,5,1,5,0.1111111111111111
5,-1,-5,-5,2,0.06493506493506493
0,5,-4,1,0,0.125
-4,-2,-2,-1,1,0.08064516129032258
2,-5,5,-2,2,0.1
-3,-3,-5,1,-3,0.055248618784530384
4,-5,4,2,-3,0.09259259259259259
-3,2,-2,5,1,0.13333333333333333
-5,-1,5,3,2,0.1111111111111111
-3,-4,-2,-3,1,0.06451612903225806
4,0,-5,3,-5,0.06993006993006994
-1,2,-2,3,-5,0.09009009009009009
-3,1,5,3,-1,0.15384615384615385
-5,0,-5,3,-3,0.056179775280898875
0,2,-5,-5,3,0.06993006993006994
-1,-4,4,-5,3,0.07407407407407407
-4,-2,-4,1,3,0.07575757575757576
4,5,1,-2,5,0.23255813953488372
0,3,-2,-5,-4,0.06578947368421052
1,-4,0,5,-2,0.10416666666666667
-5,3,3,-2,-2,0.08403361344537816
-2,-5,4,-3,-1,0.06802721088435375
-3,-2,2,-3,4,0.09615384615384616
-2,5,4,-5,3,0.10101010101010101
3,5,1,-2,1,0.23809523809523808
-3,-1,-3,3,0,0.09803921568627451
-5,2,-3,-1,3,0.08196721311475409
3,1,-1,-5,-3,0.08
-3,0,5,-3,-3,0.07936507936507936
1,2,5,1,4,0.5263157894736842
-1,1,5,2,-5,0.10638297872340426
-3,-5,1,-2,-2,0.06289308176100629
-4,0,5,3,-3,0.0970873786407767
4,-5,-4,2,4,0.08264462809917356
2,5,3,-1,0,0.2857142857142857
-1,-5,-5,5,0,0.06172839506172839
4,-5,-5,-4,1,0.053475935828877004
3,2,4,-3,5,0.2127659574468085
5,4,-1,5,3,0.3333333333333333
-5,4,-3,-3,3,0.07042253521126761
0,1,2,3,1,0.43478260869565216
-1,-3,-1,-4,-5,0.053763440860215055
1,-3,-5,-4,-3,0.05154639175257732
1,-3,0,4,5,0.1694915254237288
5,0,1,-5,1,0.1111111111111111
-2,-4,1,2,-4,0.07518796992481203
-2,4,4,2,0,0.23809523809523808
1,1,1,-5,1,0.11764705882352941
-5,-2,4,1,5,0.0970873786407767
-2,-3,4,-3,-4,0.06578947368421052
-1,-1,1,-3,-3,0.08849557522123894
3,-1,3,-3,3,0.17543859649122806
3,-3,-2,3,-3,0.09803921568627451
0,1,1,-5,0,0.10526315789473684
2,5,2,3,-2,0.2777777777777778
1,-2,4,-3,-3,0.09345794392523364
-2,-1,-4,1,2,0.1
0,-2,-5,4,4,0.09523809523809523
5,-3,3,3,-1,0.16393442622950818
5,2,5,1,-3,0.18518518518518517
2,0,3,-3,4,0.19230769230769232
-1,5,-4,3,5,0.1282051282051282
5,5,-3,-5,3,0.08849557522123894
-3,-3,1,2,-5,0.0684931506849315
4,-1,-5,-2,2,0.08928571428571429
