rows,50000
columns,6
x1,x2,x3,x4,x5,F15
0,4,4,-3,2,-47.79
1,4,1,4,-3,1.2143872919818457
-2,-5,1,0,4,0.6771093750000001
4,-5,-3,-4,1,-0.8358167330677291
-4,-2,-5,-2,-5,1.367807953443259
-3,3,2,1,-3,1.879437652811736
5,0,1,-1,1,73.71000000000001
-4,-4,5,-4,-3,11.736845637583894
-5,2,4,0,1,253.53000000000003
5,-2,-4,4,4,1.5060937500000002
0,2,3,-3,-4,1.4527474402730376
0,1,-2,0,1,68.85
4,-5,2,4,5,0.8243744454303461
-4,-3,1,1,4,0.7532242990654207
2,-1,4,-5,-4,2.2430769230769227
-2,0,3,2,4,1.310076219512195
-2,-2,-2,1,-4,0.9614018691588786
5,3,5,4,5,1.392165039929015
-4,4,2,-2,5,0.9671290009699322
-3,2,1,-3,1,-0.8414563106796116
-5,5,-4,5,1,3.600891089108911
-1,-4,-1,4,0,0.33539062500000005
-1,-1,3,2,1,17.228918918918918
4,2,4,-2,4,1.8225000000000002
5,-2,5,2,-5,1.356499841621793
0,0,0,0,5,0.81
2,4,1,-3,1,-1.7851456310679614
-4,2,-5,5,-5,1.3395724137931035
-2,-2,-4,1,-5,1.151706615532119
3,1,3,1,0,176.985
1,1,4,4,3,2.6481240544629348
3,-2,-3,-4,0,-1.3732031249999999
2,4,0,4,3,1.1040998487140696
-3,0,3,1,5,1.0196836049856184
-2,4,2,-5,4,1.4330769230769231
-4,1,3,0,4,1.360546875
0,3,-4,3,5,1.2158768945252088
0,2,-4,4,3,2.721649016641453
-1,2,2,-3,2,-13.075714285714286
1,3,-3,1,3,2.7706356968215156
2,-3,4,0,3,3.33
-5,5,-1,5,3,1.159060773480663
1,0,4,1,2,14.695714285714287
2,-1,1,-1,5,0.8177859660365268
-3,-4,4,3,2,5.980212765957447
0,3,-4,-3,-4,1.9296245733788397
3,0,-1,0,-2,1.7212500000000002
-5,-2,4,-5,0,-1.3284000000000002
-3,-5,-2,3,4,0.8450144092219021
-1,4,-5,0,4,2.385703125
2,-1,-1,-3,3,0.8918181818181818
3,-2,-1,5,-3,0.7831491712707183
2,-5,-2,1,4,0.8478504672897197
3,-4,0,-2,2,-3.2399999999999998
3,4,2,1,-1,54.81
2,-1,1,-3,-1,0.5740776699029126
1,-4,2,4,2,1.0992857142857144
-4,-4,1,-3,2,5.149285714285714
3,3,1,0,4,0.9808593750000001
2,-2,3,3,-2,3.782872340425532
0,-1,0,-2,-5,0.7942870999030068
3,1,5,5,-3,2.8775138121546964
-3,-1,-5,1,3,5.14716381418093
1,-2,3,-2,2,12.45375
-2,3,-4,3,2,7.789787234042553
-5,3,4,-2,-1,-47.79
3,-5,-5,-4,2,-8.164431818181818
-3,3,1,0,-1,44.550000000000004
5,1,-4,1,-2,15.274285714285714
0,0,-4,-3,2,-40.847142857142856
-4,-3,1,-1,1,-72.09
5,4,2,-2,5,0.9671290009699322
-4,1,5,-5,0,-2.9322000000000004
3,-3,-2,-2,-3,1.2008847184986595
-2,-3,-5,4,2,5.800178571428571
-2,-3,4,1,1,114.21000000000001
3,4,1,2,5,0.8946689895470383
4,3,2,1,5,0.9497890699904123
5,2,2,-3,-5,0.9388697381504807
-1,5,-5,-2,2,43.84125
-2,-1,4,1,-1,125.00999999999999
