rows,50000
columns,3
x1,x2,F8
1,-2,1.4411764705882353
-4,0,inf
3,-2,1.9289813486370158
4,-4,1.9922178988326849
2,1,1.4411764705882353
2,0,inf
-4,-1,1.4961089494163424
-5,3,1.9862074339593234
-4,-1,1.4961089494163424
-4,5,1.9945115053268854
-3,4,1.983913827465123
0,-5,inf
4,5,1.9945115053268854
-2,4,1.9372854200045777
2,2,1.8823529411764706
0,2,inf
-3,2,1.9289813486370158
-4,3,1.983913827465123
1,-5,1.498402555910543
4,-5,1.9945115053268854
2,4,1.9372854200045777
1,5,1.498402555910543
-3,-1,1.4878048780487805
-4,-2,1.9372854200045777
0,4,inf
-3,-4,1.983913827465123
3,2,1.9289813486370158
-1,-3,1.4878048780487805
2,-4,1.9372854200045777
4,1,1.4961089494163424
5,-1,1.498402555910543
-4,4,1.9922178988326849
2,2,1.8823529411764706
-5,3,1.9862074339593234
-4,-4,1.9922178988326849
4,5,1.9945115053268854
5,3,1.9862074339593234
-2,-1,1.4411764705882353
2,0,inf
2,3,1.9289813486370158
-3,5,1.9862074339593234
-5,2,1.9395790264987784
-4,4,1.9922178988326849
2,3,1.9289813486370158
4,1,1.4961089494163424
-3,-4,1.983913827465123
-2,-2,1.8823529411764706
5,1,1.498402555910543
-5,1,1.498402555910543
-3,4,1.983913827465123
-3,-5,1.9862074339593234
3,0,inf
-3,-2,1.9289813486370158
-2,-5,1.9395790264987784
2,1,1.4411764705882353
5,5,1.996805111821086
3,-4,1.983913827465123
0,-3,inf
-5,0,inf
-2,-2,1.8823529411764706
-1,4,1.4961089494163424
5,-1,1.498402555910543
-1,-3,1.4878048780487805
2,-2,1.8823529411764706
4,3,1.983913827465123
-4,-5,1.9945115053268854
3,-2,1.9289813486370158
-3,0,inf
2,-5,1.9395790264987784
-1,-1,1.0
1,-2,1.4411764705882353
-1,-4,1.4961089494163424
5,-1,1.498402555910543
-3,-2,1.9289813486370158
-3,2,1.9289813486370158
-4,-5,1.9945115053268854
1,5,1.498402555910543
5,1,1.498402555910543
-2,0,inf
2,1,1.4411764705882353
-4,-1,1.4961089494163424
-3,-5,1.9862074339593234
-5,3,1.9862074339593234
-3,4,1.983913827465123
4,2,1.9372854200045777
2,5,1.9395790264987784
2,4,1.9372854200045777
-2,2,1.8823529411764706
-5,-1,1.498402555910543
5,0,inf
5,0,inf
0,-1,inf
1,-2,1.4411764705882353
2,1,1.4411764705882353
-4,0,inf
0,-4,inf
1,1,1.0
5,-4,1.9945115053268854
0,-1,inf
2,0,inf
-2,-5,1.9395790264987784
-1,1,1.0
2,5,1.9395790264987784
-1,4,1.4961089494163424
-4,-4,1.9922178988326849
4,0,inf
-4,-3,1.983913827465123
4,0,inf
5,2,1.9395790264987784
5,-5,1.996805111821086
2,3,1.9289813486370158
-3,2,1.9289813486370158
5,4,1.9945115053268854
4,-3,1.983913827465123
-3,2,1.9289813486370158
-5,3,1.9862074339593234
-5,-1,1.498402555910543
-3,2,1.9289813486370158
-5,-5,1.996805111821086
-3,-1,1.4878048780487805
4,5,1.9945115053268854
5,3,1.9862074339593234
-2,2,1.8823529411764706
-4,-5,1.9945115053268854
-1,1,1.0
-5,5,1.996805111821086
3,-5,1.9862074339593234
1,3,1.4878048780487805
-5,0,inf
-5,3,1.9862074339593234
-1,1,1.0
1,5,1.498402555910543
2,5,1.9395790264987784
3,-1,1.4878048780487805
-2,-2,1.8823529411764706
-1,0,inf
0,-1,inf
5,-5,1.996805111821086
1,3,1.4878048780487805
-2,4,1.9372854200045777
4,1,1.4961089494163424
-4,0,inf
0,2,inf
-2,-5,1.9395790264987784
-5,-2,1.9395790264987784
0,1,inf
3,-3,1.975609756097561
-2,0,inf
4,1,1.4961089494163424
4,3,1.983913827465123
-4,5,1.9945115053268854
2,-5,1.9395790264987784
0,3,inf
