rows,500
columns,6
x1,x2,x3,x4,x5,F18
5,2,5,1,-5,-250
-5,2,5,5,0,0
0,-2,2,2,2,0
4,-5,2,-5,5,1000
-2,0,-2,4,-4,0
-3,-3,-1,3,-2,54
5,2,-1,5,-3,150
1,2,3,-2,5,-60
0,-5,-1,1,3,0
0,-4,-5,-1,-1,0
0,-1,2,-5,-2,0
-2,-4,-2,-4,5,320
-2,-4,3,-4,3,-288
-1,-5,3,-4,4,-240
-1,-3,5,-2,-3,90
0,-4,0,4,-1,0
2,0,-2,-4,-5,0
4,5,-3,1,-3,180
-2,-4,1,1,4,32
1,4,2,-5,-1,40
4,-5,3,-4,-5,-1200
0,2,3,1,-5,0
2,-5,-1,-5,-3,150
-3,-1,4,-2,1,-24
1,-4,3,1,2,-24
4,-3,1,-4,1,48
5,5,-5,-5,5,3125
2,3,1,2,3,36
-1,1,-1,-3,1,-3
3,-2,-4,-1,-3,72
-1,-1,-1,-5,1,5
-4,3,2,2,-4,192
4,-4,1,2,-5,160
-5,1,1,-3,0,0
0,2,-5,-4,3,0
-3,-4,-1,-1,-2,-24
5,4,2,-4,2,-320
4,-1,-1,-2,1,-8
-2,2,-3,-3,0,0
-5,3,3,4,5,-900
4,2,-1,0,4,0
5,2,-2,5,-3,300
3,-2,4,4,-1,96
2,1,-2,5,-2,40
-3,-3,-2,2,-5,180
-5,0,-3,4,1,0
-2,-4,2,3,-5,-240
-3,-1,4,-5,-4,240
5,1,1,2,4,40
-1,-4,4,-3,0,0
-4,1,5,3,-1,60
0,3,1,-1,-2,0
-5,2,3,2,2,-120
-5,0,-1,2,-2,0
1,-1,-4,5,0,0
1,-3,3,0,3,0
2,1,-5,5,-5,250
-1,5,-2,-4,-5,200
5,1,3,1,-1,-15
-4,4,-1,-1,0,0
4,-3,4,3,-4,576
5,4,-2,-3,-3,-360
1,-5,-3,4,-2,-120
4,1,1,0,3,0
-3,-3,-2,4,0,0
-1,1,-5,2,5,50
-1,-2,-5,-4,2,80
-2,-3,1,3,-5,-90
0,3,0,-1,-3,0
0,3,-1,4,-1,0
4,3,3,-1,-5,180
5,-1,5,-2,-3,-150
4,-5,3,-3,2,360
1,4,-2,-5,-1,-40
4,-1,2,0,4,0
1,0,0,4,3,0
-5,0,1,1,-2,0
-1,3,5,-4,-1,-60
-3,-4,-4,0,-4,0
-4,2,1,2,1,-16
-4,0,-3,-1,-3,0
-5,2,-1,2,1,20
2,5,0,4,4,0
-1,4,-4,4,0,0
-3,-4,-2,2,-1,48
3,-1,-2,-4,-2,48
3,-2,-3,-4,-1,72
5,3,-3,-2,-2,-180
3,-2,-3,4,5,360
4,0,-2,0,0,0
-5,-5,-5,4,-1,500
-1,5,3,2,-1,30
1,3,-2,5,1,-30
4,0,1,-4,4,0
5,3,-5,3,-3,675
1,2,4,5,3,120
2,-3,-2,4,-4,-192
0,3,1,0,1,0
5,-2,-5,4,-2,-400
1,-4,5,1,1,-20
0,1,-1,-2,5,0
-5,0,2,-3,2,0
-5,3,2,-2,2,120
-4,-5,4,4,-2,-640
-4,-2,4,3,0,0
2,-4,0,3,4,0
5,-4,0,2,-2,0
-4,-2,-2,0,3,0
-3,-5,4,-1,-5,300
-1,3,2,-3,-5,-90
-1,-3,1,-1,-4,12
-5,-5,5,3,-4,-1500
-3,-2,-2,4,-4,192
-3,3,-3,1,4,108
-3,-2,2,-3,3,-108
-2,1,-2,3,1,12
3,4,1,1,1,12
-1,-5,-5,1,5,-125
-5,-4,-1,0,1,0
-1,-3,-5,2,4,-120
2,5,-2,-3,-5,-300
-1,-5,3,3,-1,-45
-3,0,1,5,2,0
-4,5,4,-4,-2,-640
2,-4,1,-1,-5,-40
-3,-3,5,-1,3,-135
1,3,-5,-5,5,375
-5,2,0,3,-5,0
-2,4,-1,1,4,32
0,-1,-2,-1,-4,0
-2,-4,-3,-4,0,0
-4,-1,1,4,0,0
3,-4,5,2,0,0
-4,-5,5,-4,5,-2000
0,-4,-3,0,-2,0
0,5,2,3,4,0
-4,2,4,-1,-5,-160
-4,-4,-2,2,0,0
2,4,2,-3,2,-96
-4,1,2,5,-4,160
4,-1,1,4,-4,64
1,5,1,1,-4,-20
-1,-4,-1,1,-5,20
2,1,-3,-3,0,0
-4,3,-3,-2,-1,72
0,-2,3,5,2,0
5,-3,4,1,-3,180
-4,4,5,4,-5,1600
1,-2,-1,-2,1,-4
-3,-3,5,-5,4,-900
3,4,-5,2,0,0
-1,1,-2,-1,-3,6
-1,-5,-4,1,2,-40
0,3,-5,-2,-3,0
5,-3,2,-1,5,150
0,-4,2,-1,1,0
2,4,3,-2,4,-192
1,-3,-5,2,5,150
4,3,0,-3,4,0
0,-5,3,-1,1,0
-5,-5,-4,5,-2,1000
-4,-4,0,2,-5,0
4,2,4,5,2,320
3,3,4,-2,4,-288
2,1,-1,-2,4,16
-4,2,1,-2,3,48
0,-2,-2,4,2,0
-5,-1,4,-2,-3,120
4,-5,-3,1,4,240
-1,-5,-5,0,4,0
-5,-4,3,0,4,0
4,-3,-4,1,-1,-48
-3,-2,-1,-3,1,18
-3,3,2,3,5,-270
4,1,-4,-4,5,320
3,5,-2,1,5,-150
-4,-2,-3,5,4,-480
1,-5,-2,-2,-3,60
4,5,0,1,3,0
-2,-1,0,5,5,0
3,-2,4,-4,3,288
-1,0,-5,-5,-2,0
0,0,2,1,3,0
1,5,3,1,-5,-75
-5,0,-5,3,-1,0
2,-4,3,2,3,-144
4,4,1,4,3,192
5,-5,5,5,-3,1875
-2,-4,2,1,-3,-48
-1,1,3,2,-1,6
-1,-2,4,4,-4,-128
-5,-3,3,-1,-2,90
2,-2,-4,-2,1,-32
4,-3,-5,-5,-5,1500
-1,2,-4,-2,0,0
4,-5,-4,-5,-1,400
-2,-4,-4,-1,4,128
-1,-2,-1,5,2,-20
-4,0,4,4,0,0
0,-1,-4,2,-2,0
-3,-5,5,-5,-2,750
-4,-3,-3,-3,3,324
-5,-4,-3,0,0,0
4,1,1,0,-3,0
-2,-3,-5,-5,-3,-450
0,5,4,4,0,0
-4,-2,-1,-1,1,8
-3,2,4,-5,-1,-120
4,-3,5,-3,-5,-900
-2,3,2,-1,2,24
0,4,2,-1,3,0
-2,-5,4,1,-1,-40
-1,4,2,5,-2,80
4,-3,-1,-4,1,-48
-3,-4,0,5,-1,0
3,3,3,3,4,324
0,-1,2,3,4,0
-2,-1,0,1,-5,0
2,-5,5,4,4,-800
-5,1,2,4,2,-80
-1,-3,-4,1,4,-48
3,5,3,-5,-1,225
4,2,-1,-2,0,0
-5,3,-3,-4,5,-900
-4,5,0,-1,3,0
-4,-2,-5,0,-5,0
-1,-4,-3,-1,-1,-12
-5,1,5,4,2,-200
1,5,-1,0,-4,0
-5,1,-3,4,2,120
1,-2,-4,3,-5,-120
1,0,0,4,3,0
-4,-2,5,3,5,600
-2,-4,0,2,4,0
2,2,-5,1,-5,100
-3,1,-3,3,-5,-135
4,2,-5,-1,5,200
5,1,5,1,3,75
-3,0,5,2,2,0
0,-5,2,-5,1,0
-2,-3,-1,0,1,0
-4,5,-4,-1,-1,80
4,2,1,2,-5,-80
0,0,4,1,1,0
0,0,2,-3,-1,0
-3,4,2,0,-4,0
0,-5,-1,-5,-1,0
4,-1,1,-2,4,32
-2,-1,-1,-5,-2,-20
-2,-4,-2,4,5,-320
-3,2,1,1,5,-30
-2,-5,3,-1,5,-150
-3,1,-5,-1,1,-15
-1,-5,5,2,-3,-150
1,-2,-1,-1,-5,10
-2,-1,-3,-5,-5,-150
-4,3,5,3,3,-540
-2,0,3,5,-1,0
2,-4,-3,2,-5,-240
1,2,2,-1,3,-12
-1,-2,5,-4,2,-80
-2,0,4,5,-4,0
1,1,-5,-4,-3,-60
3,1,0,4,4,0
-4,4,-3,-2,1,-96
-5,1,-5,-3,-3,225
2,-4,-1,3,3,72
0,0,2,1,-2,0
1,-5,-1,-2,-4,40
-2,2,-3,1,4,48
3,2,3,-5,5,-450
4,-1,-3,-4,-3,144
3,0,2,3,5,0
2,4,-2,-1,-4,-64
2,-4,4,3,2,-192
-4,1,0,-5,3,0
