rows,50
columns,6
x1,x2,x3,x4,x5,F18
3,2,-4,4,1,-96
-3,-4,5,-5,-5,1500
-5,4,4,4,3,-960
-4,-1,-4,-1,4,64
0,0,-5,1,-5,0
2,1,5,-1,-2,20
-4,0,3,1,-1,0
-3,-4,2,1,-5,-120
2,5,-1,5,2,-100
1,0,5,-4,4,0
5,5,-2,4,-2,400
-5,-4,-2,3,-3,360
-2,-2,-3,-5,-3,-180
0,4,0,0,-1,0
-1,-3,-2,3,-2,36
4,1,1,4,3,48
-4,-2,0,-2,-4,0
-4,-2,3,1,-1,-24
0,-4,2,-2,1,0
-3,2,5,-5,3,450
-1,-3,-5,-3,-4,-180
-2,4,-4,-1,3,-96
3,-1,5,-4,-3,-180
-3,-4,-4,-4,-3,-576
2,-3,-5,0,-4,0
4,0,-5,0,1,0
-1,-4,5,-4,-2,160
4,2,-4,0,5,0
3,0,-3,1,5,0
5,2,2,3,2,120
4,0,-5,-2,3,0
3,1,3,2,-3,-54
0,3,2,2,4,0
2,1,-2,5,0,0
-5,1,2,-3,4,120
2,-2,-5,4,5,400
3,-4,4,1,-4,192
-2,-1,1,-1,3,-6
4,-3,5,-1,5,300
5,3,3,-3,1,-135
5,-4,3,4,3,-720
-3,-3,2,0,5,0
-1,5,4,0,-3,0
5,3,-1,3,1,-45
-5,4,-1,-3,-1,60
3,1,3,5,0,0
-3,-3,-4,3,1,-108
4,-4,-5,-4,4,-1280
0,4,-4,0,-2,0
3,-5,-1,-5,-3,225
