rows,50
columns,3
x1,x2,F11
1,-4,-28.8
4,2,10.8
-1,5,58.3
4,-3,-1.6999999999999993
-1,1,0.30000000000000004
-4,-4,-36.8
-4,-1,-8.3
-2,4,28.4
-3,-3,-12.899999999999999
-4,-2,-10.8
2,2,1.5999999999999996
0,2,2.0
3,1,1.9000000000000004
-1,0,0.8
1,2,1.2000000000000002
-1,1,0.30000000000000004
-3,-2,-4.4
-5,-5,-77.5
1,-4,-28.8
3,-4,-25.6
-2,5,57.9
-4,2,-6.800000000000001
1,3,9.7
-4,-4,-36.8
-5,-3,-30.5
2,2,1.5999999999999996
-5,-3,-30.5
5,-1,20.5
-5,4,8.0
5,-4,-8.0
-2,4,28.4
-5,-5,-77.5
-2,-5,-57.099999999999994
-1,-2,-1.2000000000000002
-3,-5,-59.900000000000006
-3,1,-2.9000000000000004
-5,5,37.5
3,-2,0.40000000000000036
5,3,30.5
-2,0,0.3999999999999999
-4,3,1.6999999999999993
-2,5,57.9
5,1,19.5
2,-1,0.10000000000000009
3,-1,2.9000000000000004
2,-1,0.10000000000000009
0,0,0.0
-5,5,37.5
3,-3,-8.1
-1,4,28.8
