rows,500
columns,6
x1,x2,x3,x4,x5,F21
4,-4,-4,4,4,2.1295918500429156
3,4,2,-1,1,2.871257356994864
-2,5,-1,-5,5,1.6695948868160084
-2,-1,4,-1,3,3.0563474723535986
-1,4,-4,-1,1,3.8826916858688527
5,1,-3,2,5,1.8642067246982235
3,5,0,-3,-2,1.53387935514664
3,5,0,3,3,1.3781160959971581
4,-5,-5,1,2,1.9243823369524855
-1,-1,5,-5,-4,3.7261777859801097
-1,1,-2,-5,-4,3.7261777859801097
-4,-3,3,-1,-1,2.1413420451901075
3,4,-2,-2,5,2.194513289487554
-4,-5,2,0,5,1.9684445635585164
0,1,-1,5,-1,4.023472189376106
5,-1,-5,4,-5,2.1357932753017765
-4,-3,0,-4,5,1.9684445635585164
4,0,-5,2,3,2.10088677261303
2,2,0,1,3,3.0563474723535986
-5,-5,0,2,-2,2.3254073241842117
4,5,-1,0,1,1.8586579548098925
-3,-1,-3,3,0,2.0
0,5,5,-4,-4,0.14474522298767822
-5,4,-5,4,-3,1.5658515034912057
-5,-4,2,5,-5,2.1357932753017765
2,-5,-3,1,5,1.6695948868160084
-2,-5,-5,-2,4,3.3569075477866983
-4,-3,-2,4,3,2.10088677261303
5,4,3,3,-1,2.6082406525990702
4,-4,-3,1,5,1.9684445635585164
0,-3,4,-1,2,0.9174471191749252
-1,1,-4,3,-2,0.9927643587376644
-3,2,3,3,-2,1.53387935514664
1,0,5,5,-1,0.11730831413114706
-5,2,1,-1,2,1.6745926758157883
0,-2,3,4,-4,0.14474522298767822
0,-2,-1,3,3,3.4443089342863455
-2,0,-1,3,-4,0.6430924522133015
-1,2,4,-1,-5,1.5796780939992932
1,3,3,0,3,0.6561770225043664
-3,-5,-4,5,-4,2.7988270765758507
5,-3,0,-1,1,1.39175934740093
-4,2,1,-2,-5,2.0315554364414834
1,4,-1,2,1,3.8826916858688527
1,-3,-2,4,-3,3.3438229774956336
-5,-3,3,5,-4,1.442324247285332
0,0,2,-2,5,1.5482480250155874
2,-1,0,-1,-5,2.330405113183992
-5,1,4,-2,2,1.6745926758157883
