rows,500
columns,3
x1,x2,F7
5,4,16.96153846153846
-1,2,255.1
-2,-5,113.00331812525923
4,3,1.0
-2,-2,500.0187969924812
-1,-5,-255.99668187474077
1,-3,-199.99055118110238
4,3,1.0
-1,2,255.1
0,-1,17.043956043956044
-2,1,617.1818181818181
5,4,16.96153846153846
-5,2,4095.1
0,3,81.0
0,0,54.11538461538461
-5,0,4069.1153846153848
5,-4,-326.9946401225115
-1,4,256.96153846153845
3,0,-26.884615384615383
0,5,88.97802197802197
-2,-3,409.0094488188976
-3,-1,1232.043956043956
-4,-4,2058.0053598774884
-2,-2,500.0187969924812
1,-3,-199.99055118110238
5,-5,-495.9966818747408
-1,5,263.97802197802196
0,-5,-430.9966818747408
1,-4,-326.9946401225115
3,3,0.0
-3,2,1295.1
0,5,88.97802197802197
4,2,0.1
-1,0,229.1153846153846
-5,4,4096.961538461538
1,-2,-108.9812030075188
-4,2,2400.1
-4,-5,1889.0033181252593
-4,-2,2276.0187969924814
-3,4,1296.9615384615386
1,-4,-326.9946401225115
1,4,16.96153846153846
1,-4,-326.9946401225115
-5,2,4095.1
-3,0,1269.1153846153845
5,5,23.978021978021978
-1,4,256.96153846153845
-2,-5,113.00331812525923
-4,-2,2276.0187969924814
-2,0,598.1153846153846
-4,0,2374.1153846153848
-5,1,4088.181818181818
-5,-2,3971.0187969924814
-1,1,248.1818181818182
1,0,-10.884615384615385
-1,3,256.0
-1,4,256.96153846153845
2,-2,-123.9812030075188
0,-3,-134.99055118110238
5,2,15.1
3,0,-26.884615384615383
-4,-1,2337.043956043956
-4,4,2401.9615384615386
-1,-3,40.00944881889764
3,-2,-124.9812030075188
-4,5,2408.978021978022
3,-2,-124.9812030075188
5,2,15.1
-4,-4,2058.0053598774884
3,-1,-63.956043956043956
-5,1,4088.181818181818
4,-2,-123.9812030075188
3,5,7.978021978021978
-5,5,4103.978021978022
-1,-4,-86.99464012251148
3,-5,-511.9966818747408
4,-2,-123.9812030075188
2,5,8.978021978021978
0,-5,-430.9966818747408
-2,2,624.1
4,2,0.1
1,-5,-495.9966818747408
-5,4,4096.961538461538
-2,3,625.0
4,-1,-62.956043956043956
-2,5,632.978021978022
3,-4,-342.9946401225115
0,3,81.0
-2,1,617.1818181818181
5,-1,-47.956043956043956
-2,-2,500.0187969924812
-1,4,256.96153846153845
1,5,23.978021978021978
-3,-2,1171.0187969924812
4,-4,-341.9946401225115
1,3,16.0
1,2,15.1
-3,-2,1171.0187969924812
2,-2,-123.9812030075188
5,4,16.96153846153846
0,5,88.97802197802197
2,0,-25.884615384615383
-2,-3,409.0094488188976
-1,-1,192.04395604395606
0,3,81.0
-3,-5,784.0033181252593
-5,3,4096.0
3,-1,-63.956043956043956
-5,2,4095.1
5,-5,-495.9966818747408
1,-1,-47.956043956043956
-2,-4,282.0053598774885
-1,0,229.1153846153846
-3,-4,953.0053598774886
1,0,-10.884615384615385
3,0,-26.884615384615383
0,-1,17.043956043956044
1,-3,-199.99055118110238
-3,-5,784.0033181252593
4,1,-6.818181818181818
-3,1,1288.1818181818182
-5,5,4103.978021978022
-2,-1,561.0439560439561
1,4,16.96153846153846
5,-5,-495.9966818747408
1,5,23.978021978021978
-4,4,2401.9615384615386
-3,4,1296.9615384615386
-2,4,625.9615384615385
-2,-2,500.0187969924812
-2,-5,113.00331812525923
1,1,8.181818181818182
-5,-5,3584.0033181252593
-3,2,1295.1
2,0,-25.884615384615383
-2,1,617.1818181818181
-3,-5,784.0033181252593
0,-3,-134.99055118110238
-4,-3,2185.0094488188975
-3,1,1288.1818181818182
2,4,1.9615384615384615
-4,1,2393.181818181818
3,-2,-124.9812030075188
1,-3,-199.99055118110238
2,-1,-62.956043956043956
2,1,-6.818181818181818
3,-2,-124.9812030075188
2,4,1.9615384615384615
-4,4,2401.9615384615386
0,3,81.0
-2,-4,282.0053598774885
-4,-5,1889.0033181252593
-5,-3,3880.0094488188975
-3,-3,1080.0094488188977
5,-1,-47.956043956043956
-5,0,4069.1153846153848
-3,3,1296.0
1,-5,-495.9966818747408
-5,4,4096.961538461538
0,-1,17.043956043956044
0,-5,-430.9966818747408
-3,2,1295.1
-4,0,2374.1153846153848
5,3,16.0
2,4,1.9615384615384615
-5,1,4088.181818181818
3,-3,-215.99055118110238
5,-3,-199.99055118110238
0,3,81.0
0,-3,-134.99055118110238
-4,-3,2185.0094488188975
-5,-4,3753.0053598774884
-4,4,2401.9615384615386
-5,3,4096.0
5,0,-10.884615384615385
1,2,15.1
-5,3,4096.0
-1,1,248.1818181818182
4,-2,-123.9812030075188
0,3,81.0
3,3,0.0
1,2,15.1
1,-2,-108.9812030075188
4,1,-6.818181818181818
-2,0,598.1153846153846
-1,4,256.96153846153845
-3,-3,1080.0094488188977
0,5,88.97802197802197
0,-4,-261.9946401225115
-1,2,255.1
5,-5,-495.9966818747408
0,-5,-430.9966818747408
-2,1,617.1818181818181
3,-3,-215.99055118110238
3,4,0.9615384615384616
-5,-5,3584.0033181252593
-1,-4,-86.99464012251148
-1,-4,-86.99464012251148
-4,-2,2276.0187969924814
