rows,50
columns,11
x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,F20
-5,3,1,3,-2,2,-1,2,2,-4,1.2166666666666666
-2,3,4,2,0,1,1,-5,-5,-2,1.6833333333333327
-4,5,-4,-3,3,2,0,-2,-3,4,-0.3833333333333333
3,-5,2,0,0,2,2,-1,0,-1,-0.3666666666666667
2,2,-4,0,0,3,-1,5,3,0,0.6166666666666666
0,1,-5,-2,5,2,4,-2,4,-3,0.6666666666666667
-2,-5,-1,2,1,-1,-2,3,-3,-2,-2.2
1,-3,5,-1,-1,-1,5,2,-3,4,-1.5166666666666666
-2,-4,-1,-5,0,-3,-4,-1,-3,-3,-4.2
0,-5,-5,3,-3,1,-4,-5,0,-5,-0.050000000000000044
-2,3,2,1,0,-3,2,1,0,4,2.75
-5,-2,5,3,-2,2,-4,2,4,-4,0.08333333333333337
2,4,0,-4,4,-1,-3,2,-4,-5,-0.5333333333333332
-3,2,-5,3,1,1,-2,-2,3,5,1.833333333333333
-3,-4,-4,5,3,0,-2,-5,3,-3,-1.0
0,-1,4,-5,-5,1,-4,-2,-5,3,-0.7666666666666666
0,-3,1,-3,-3,2,-3,2,-2,4,0.41666666666666674
-2,5,-3,4,-1,-1,2,2,1,-5,-0.5833333333333333
3,-2,1,0,-1,-2,3,-4,0,-3,-0.9166666666666667
-1,1,0,5,-1,4,-4,-4,5,0,-0.8500000000000001
-4,-5,2,1,4,1,-5,2,4,5,3.05
4,-3,1,-1,-4,-3,-5,5,2,-5,-0.36666666666666653
-3,-4,4,0,-5,2,1,3,1,-5,2.0999999999999996
-4,2,-4,3,-1,-3,-2,2,3,2,-0.16666666666666674
4,-3,2,3,-2,0,1,0,-1,1,1.25
-1,-2,-2,4,-5,4,5,-4,1,3,-0.4166666666666667
-1,-2,-5,-3,-5,3,-1,1,4,-1,-2.6500000000000004
0,2,4,-5,0,5,5,1,0,4,2.2
2,-3,5,2,2,-5,-3,-2,5,3,0.8666666666666667
-5,-2,-1,-2,-3,2,5,1,2,-2,-0.8333333333333337
-3,-5,-1,1,5,-5,-4,-2,-5,1,-0.48333333333333317
-5,0,2,-1,-5,1,5,2,2,3,1.6333333333333333
-2,-5,-2,-2,0,-4,1,5,4,3,-0.16666666666666669
-3,3,-4,-2,1,0,-5,1,2,0,1.55
-3,5,-5,-3,-1,4,-2,3,0,4,-1.3333333333333333
3,5,-3,-4,5,0,-1,3,-2,0,-1.0166666666666666
4,-3,0,1,-4,-3,-5,0,-3,1,0.8
0,5,5,-1,2,-5,-1,5,4,-4,-1.1
4,-3,5,0,-1,-5,-3,2,-3,-3,-1.583333333333333
1,-2,-5,4,-5,3,5,2,-4,-3,0.8
5,5,-3,-4,-3,5,-4,4,0,2,0.18333333333333335
3,-1,-3,1,1,-2,1,-5,-2,-5,0.6000000000000001
4,-2,2,4,3,2,-1,2,1,0,1.8333333333333333
-5,5,3,3,0,1,0,1,-5,3,2.8
5,0,4,-3,2,5,3,5,-4,-5,0.8999999999999999
4,2,2,1,3,-4,2,0,2,1,4.333333333333334
0,5,2,1,-2,1,-3,3,0,1,3.2
-3,0,4,-3,0,-3,-2,1,4,-1,-1.0
3,4,5,-3,5,-3,5,-3,-4,-5,-0.2666666666666667
1,3,-3,-4,4,2,4,-5,-4,5,1.5
