rows,100
columns,6
x1,x2,x3,x4,x5,F3
0,5,-1,3,5,0.2631578947368421
-5,5,-1,2,3,0.1111111111111111
1,3,1,-3,-1,0.15384615384615385
0,-4,-5,1,-3,0.059880239520958084
-2,-1,-2,-4,5,0.08064516129032258
3,5,-2,4,-5,0.10101010101010101
5,-1,0,3,-1,0.2
5,2,0,3,-5,0.12048192771084337
1,4,-3,3,-3,0.12195121951219512
5,-2,-5,-2,3,0.08130081300813008
1,-4,-2,-2,1,0.08928571428571429
4,-1,5,5,0,0.2564102564102564
2,-4,2,1,5,0.15625
-1,-2,0,-1,2,0.1388888888888889
3,0,-1,0,-4,0.11363636363636363
-1,0,-4,5,-5,0.06802721088435375
4,1,4,-5,4,0.13157894736842105
-4,-4,2,-2,-3,0.06060606060606061
4,-4,2,-4,2,0.09433962264150944
-5,3,-2,-5,3,0.06329113924050633
-5,1,-4,-4,-2,0.05102040816326531
0,-4,-2,2,5,0.10752688172043011
-2,1,0,1,-3,0.12048192771084337
2,2,0,-1,-5,0.10416666666666667
-2,0,2,1,2,0.2222222222222222
1,-4,-5,3,2,0.08130081300813008
-5,-3,-5,3,1,0.057803468208092484
-5,3,0,-5,-2,0.059880239520958084
4,3,3,-4,-5,0.08403361344537816
-5,-5,-3,5,1,0.05649717514124294
-1,-5,-5,2,4,0.06622516556291391
-2,-5,-1,-5,-3,0.047619047619047616
-3,2,0,-2,5,0.125
-1,5,2,-5,-5,0.06493506493506493
0,0,-5,-1,3,0.0970873786407767
2,0,2,-5,3,0.125
-1,3,3,4,-4,0.14084507042253522
-2,2,2,1,-3,0.1388888888888889
-4,-4,0,0,4,0.08196721311475409
4,-4,-5,3,1,0.08130081300813008
2,-4,5,1,2,0.15625
-5,2,-4,2,-5,0.05434782608695652
-2,0,2,5,3,0.22727272727272727
-5,-2,3,4,-5,0.06289308176100629
-2,5,2,2,-3,0.1388888888888889
4,5,-3,5,1,0.18518518518518517
0,-2,1,-1,-4,0.09259259259259259
-3,4,1,3,-2,0.14084507042253522
-1,3,-1,3,1,0.24390243902439024
0,0,1,-4,3,0.13157894736842105
-5,-2,0,-4,2,0.06535947712418301
0,-2,2,4,-3,0.12987012987012986
0,2,-1,-3,1,0.14084507042253522
-1,-2,3,2,0,0.17857142857142858
2,-2,-3,-4,-4,0.06060606060606061
-3,1,-5,-3,-5,0.04784688995215311
-3,0,-5,2,-2,0.07142857142857142
-3,-4,4,1,-5,0.06289308176100629
5,-5,-4,3,4,0.08130081300813008
5,-3,-2,-3,-5,0.058823529411764705
-4,-2,-1,5,2,0.1
-3,-1,4,3,-1,0.13513513513513514
0,1,-1,-4,-5,0.06802721088435375
-2,-3,-2,-3,-2,0.06578947368421052
-3,2,2,1,-5,0.09009009009009009
2,3,2,0,3,0.625
-2,-4,0,0,-3,0.07518796992481203
3,2,3,0,-3,0.19607843137254902
-1,-3,1,1,5,0.14492753623188406
-4,2,2,2,5,0.16393442622950818
5,5,3,4,2,0.6666666666666666
2,1,-5,-2,-2,0.08064516129032258
0,2,-1,-1,4,0.20833333333333334
0,0,-4,1,-5,0.07142857142857142
-4,1,-1,3,-4,0.08130081300813008
5,-2,-5,-4,-4,0.05102040816326531
-4,3,5,-4,-2,0.07575757575757576
-5,-3,5,4,-3,0.0684931506849315
-1,1,-1,-2,1,0.14285714285714285
4,-2,3,2,-1,0.20833333333333334
-2,-2,-3,4,1,0.10416666666666667
0,2,-5,2,0,0.11235955056179775
-2,-3,-3,2,4,0.09615384615384616
-1,-3,-2,-4,4,0.07575757575757576
2,2,1,3,3,0.9090909090909091
2,-2,2,3,-5,0.10416666666666667
2,-5,1,0,0,0.10869565217391304
-1,1,-5,0,1,0.09803921568627451
2,2,-2,0,-1,0.17543859649122806
-2,-3,-2,-1,4,0.09259259259259259
-2,1,-4,5,0,0.10416666666666667
1,-2,-4,5,-1,0.0970873786407767
4,3,1,-1,2,0.37037037037037035
-4,-3,4,-2,3,0.08620689655172414
3,-5,2,-3,-5,0.058823529411764705
1,2,2,4,2,0.7692307692307693
4,-3,3,2,-3,0.12658227848101267
4,-4,1,3,5,0.15873015873015872
-2,0,0,-4,-2,0.08196721311475409
0,2,1,-1,5,0.2564102564102564
