rows,50000
columns,6
x1,x2,x3,x4,x5,F19
0,0,-5,-2,-3,12.0
2,4,-5,-1,-2,11.17335645804642
-4,5,-4,5,-5,11.971003127450384
5,-2,3,-3,5,440.25480804884404
2,3,-1,-5,-2,9.140748605267053
-4,-4,-4,1,-1,-2095.8658442836613
4,2,2,-3,-1,10.25368833479532
3,4,-4,-4,0,11.955477310045735
-4,-1,-3,-2,-5,-85.91277519176286
-2,4,-2,-2,-3,13.004921843507194
4,-5,1,-1,2,-2624.7269659312105
4,2,-2,-3,-2,14.014346043215118
-1,5,-5,1,5,11.587129975299664
1,2,-3,5,2,11.518788054543553
1,0,5,0,-3,-34.722231739647064
-5,-2,-2,-3,2,333.1096426841435
3,-2,3,-1,3,40.80147886019201
2,-4,5,-5,-4,1171.2189464321557
5,0,4,-1,-2,124.72140125415956
0,5,-4,-4,-5,12.0
2,-3,0,3,-1,49.536238529175975
-3,-1,-4,3,5,20.968155223957144
1,5,2,1,0,11.972133335103312
2,3,-5,-1,4,9.752949881294564
5,5,4,-5,0,12.084662775060826
0,4,-1,1,-5,12.0
5,-4,0,5,0,3755.6472001490156
0,5,-4,-2,-3,12.0
0,5,5,-2,2,12.0
5,-2,-5,-5,-5,-1244.0120049031066
0,5,-2,-4,-4,12.0
-1,-5,3,3,0,4370.205484788521
2,-5,0,-3,0,-265.35737223492345
0,-2,5,0,-3,12.0
5,2,0,2,2,17.997973176632023
-5,-1,4,-1,4,-294.40853670762255
0,-3,2,0,3,12.0
1,-2,-3,-5,3,452.55311166556083
-1,-5,-4,1,-1,-7695.228674202206
-1,-5,-3,-3,2,-4346.205484788521
4,5,0,4,1,12.054195334024326
-4,-3,1,-5,-2,-320.15985928151815
4,-1,-3,-4,-1,46.7871637250821
4,5,-4,-4,1,12.133036788412904
-2,4,-4,-3,2,12.994718245201199
-2,2,5,3,5,2.8756931509117702
5,-5,-4,-5,4,-22205.398031623987
2,2,5,-5,-1,14.873416486701588
-3,4,-2,0,5,12.031329972093431
-2,-3,0,2,3,-563.3782289929304
2,2,0,2,3,15.876868011382026
1,3,-5,-4,0,13.78750675292093
4,-5,-1,-4,-5,-150.71618598678
-1,-2,4,5,1,521.5997499438589
-1,-3,5,2,3,1360.5473579986556
