rows,50
columns,6
x1,x2,x3,x4,x5,F19
4,5,3,4,4,11.913771242196404
1,4,-5,2,3,12.481779033783097
-1,-3,5,-4,2,1167.750528789817
-1,4,3,4,0,12.31528797550708
1,5,-1,-4,-4,11.990063195781326
-4,-1,-4,-4,-2,-41.670871039566144
5,-3,-5,-3,-3,-2083.0567682436886
5,-1,-5,4,-1,-327.51243131957796
0,3,-3,2,1,12.0
-5,2,-1,0,0,14.745017735136006
5,5,-3,2,-4,11.888622343662947
3,-2,1,5,-3,39.68356881185531
1,4,2,3,1,11.633304219876582
-4,-2,-3,-1,3,-62.05004806739683
3,-5,1,5,-4,568.0393435361265
0,-3,-1,3,4,12.0
-5,-4,-5,5,-3,1805.4487648613845
0,2,0,-3,3,12.0
-4,5,-4,-1,-2,11.885667066009589
2,-3,0,5,4,902.1781473564756
-5,4,-2,-3,-3,12.795951225751878
-3,-1,-3,-2,0,24.054647672455435
2,1,0,2,-5,22.53841986667392
0,-1,3,-1,-5,12.0
2,1,-5,2,5,-1.5765174483452515
-1,-1,3,3,-4,91.82331786228724
-5,-5,-3,4,-4,12528.195725655232
4,-4,1,-3,4,-313.2230076440747
5,-1,-3,-4,1,-89.56880927145606
-3,2,-3,2,4,12.094331196309815
-2,3,-4,5,1,12.404350477028334
-5,4,-3,-1,5,12.535919788315802
3,1,-4,-5,1,9.677797299970141
4,2,-3,-2,2,16.874790032559588
0,-4,-3,2,3,12.0
-1,1,0,-1,1,17.3537910501129
5,-5,2,-5,-3,-4143.733218677982
3,-4,0,-4,-2,66.0663928676635
-5,4,-4,5,-5,12.230137282994757
3,-5,-3,2,4,-91.44671774756804
4,-3,1,3,5,-147.42268709682133
-4,1,2,1,1,13.131102927812105
2,-3,0,-5,0,-878.1781473564756
-3,-5,-5,-4,0,499.70579004165506
3,-2,-5,3,-4,-18.697679800989608
4,0,-1,5,-5,-4.537265623109011
-5,-2,4,-2,2,-260.01332119386
-1,-1,-4,-5,-3,-175.47127123045354
-2,2,1,-3,2,10.478639253087895
5,-1,5,-5,0,101.29055627041487
