rows,50000
columns,3
x1,x2,F5
5,0,-5.7535456479788305
2,-2,-2.270407485923785
0,-2,-0.0
-4,3,-4.495372750580056
-2,-1,-2.9477729786032913
4,4,2.968074739870145
2,0,5.45578456095409
1,-2,-2.1010529302440877
2,1,2.9477729786032913
0,-2,-0.0
5,2,2.394319820335969
-1,5,-1.4321609913270068
-2,4,3.5661387750738225
-1,-4,3.300132848169017
1,-1,2.727892280477045
2,2,-2.270407485923785
4,-2,1.8896457858802673
1,-2,-2.1010529302440877
-3,-2,0.35235986956572585
-2,0,-5.45578456095409
-5,2,-2.394319820335969
-4,-2,-1.8896457858802673
-1,4,3.300132848169017
-4,2,-1.8896457858802673
4,-3,4.495372750580056
-4,-4,-2.968074739870145
5,4,3.7607684101489594
-4,5,1.2880574986984195
0,3,-0.0
-1,1,-2.727892280477045
-5,0,5.7535456479788305
-3,5,-0.2401824593931002
-5,-5,1.6320633326681093
3,-1,0.4574847945532603
-5,1,3.1086539805205624
-1,5,-1.4321609913270068
4,2,1.8896457858802673
3,-4,-0.5534531582673222
1,-5,1.4321609913270068
5,-1,-3.1086539805205624
-4,3,-4.495372750580056
-3,-4,0.5534531582673222
3,0,0.8467200483592032
-4,-1,2.4534127998098136
-4,1,2.4534127998098136
3,-3,-0.8382464945967775
2,2,-2.270407485923785
2,-4,-3.5661387750738225
5,2,2.394319820335969
-1,-1,-2.727892280477045
-2,4,3.5661387750738225
-3,-1,-0.4574847945532603
-4,-1,2.4534127998098136
1,1,2.727892280477045
3,2,-0.35235986956572585
-1,-5,-1.4321609913270068
-5,-2,-2.394319820335969
-3,2,0.35235986956572585
2,3,-5.4011857784131045
2,3,-5.4011857784131045
-4,5,1.2880574986984195
1,0,5.048825908847379
-4,1,2.4534127998098136
4,-2,1.8896457858802673
5,1,-3.1086539805205624
0,0,0.0
5,2,2.394319820335969
4,-1,-2.4534127998098136
2,-4,-3.5661387750738225
3,0,0.8467200483592032
0,-5,0.0
0,3,-0.0
0,5,0.0
-5,-2,-2.394319820335969
5,3,5.69596702034719
5,2,2.394319820335969
-1,-4,3.300132848169017
4,0,-4.540814971847569
5,5,-1.6320633326681093
-3,5,-0.2401824593931002
-3,5,-0.2401824593931002
-4,-1,2.4534127998098136
1,3,-4.998299766400829
-3,5,-0.2401824593931002
-2,1,-2.9477729786032913
1,-4,-3.300132848169017
2,0,5.45578456095409
-3,0,-0.8467200483592032
5,-2,2.394319820335969
1,-5,1.4321609913270068
0,1,0.0
-3,1,-0.4574847945532603
2,0,5.45578456095409
-2,-1,-2.9477729786032913
-4,-4,-2.968074739870145
0,0,0.0
-3,-4,0.5534531582673222
-3,-2,0.35235986956572585
2,3,-5.4011857784131045
4,0,-4.540814971847569
0,2,-0.0
-5,-4,-3.7607684101489594
-1,-2,2.1010529302440877
0,4,-0.0
-1,5,-1.4321609913270068
2,2,-2.270407485923785
5,-4,3.7607684101489594
-3,1,-0.4574847945532603
4,1,-2.4534127998098136
4,-3,4.495372750580056
-3,5,-0.2401824593931002
-4,5,1.2880574986984195
4,-4,2.968074739870145
-4,0,4.540814971847569
-1,-5,-1.4321609913270068
1,-1,2.727892280477045
-3,-2,0.35235986956572585
4,-5,-1.2880574986984195
2,5,1.5475997719767653
-4,-2,-1.8896457858802673
0,5,0.0
-5,1,3.1086539805205624
-4,3,-4.495372750580056
3,2,-0.35235986956572585
2,2,-2.270407485923785
-2,-2,2.270407485923785
-5,1,3.1086539805205624
4,4,2.968074739870145
-3,5,-0.2401824593931002
-5,5,1.6320633326681093
-1,2,2.1010529302440877
2,1,2.9477729786032913
5,1,-3.1086539805205624
2,0,5.45578456095409
3,-5,0.2401824593931002
-3,3,0.8382464945967775
3,2,-0.35235986956572585
-1,-5,-1.4321609913270068
-1,0,-5.048825908847379
1,0,5.048825908847379
-2,-4,3.5661387750738225
-3,-5,-0.2401824593931002
-1,-3,4.998299766400829
0,4,-0.0
-5,-4,-3.7607684101489594
1,0,5.048825908847379
-3,-5,-0.2401824593931002
-4,4,-2.968074739870145
-4,1,2.4534127998098136
0,-1,0.0
-1,2,2.1010529302440877
-2,2,2.270407485923785
1,3,-4.998299766400829
3,-2,-0.35235986956572585
5,3,5.69596702034719
-2,5,-1.5475997719767653
-5,5,1.6320633326681093
5,2,2.394319820335969
-3,0,-0.8467200483592032
1,-4,-3.300132848169017
-3,0,-0.8467200483592032
-3,2,0.35235986956572585
2,-4,-3.5661387750738225
-1,3,4.998299766400829
-1,4,3.300132848169017
-5,-4,-3.7607684101489594
-4,5,1.2880574986984195
4,3,4.495372750580056
-1,4,3.300132848169017
4,0,-4.540814971847569
-1,-4,3.300132848169017
3,1,0.4574847945532603
3,5,0.2401824593931002
-2,2,2.270407485923785
5,4,3.7607684101489594
2,-4,-3.5661387750738225
-2,1,-2.9477729786032913
-1,-1,-2.727892280477045
0,-2,-0.0
4,-4,2.968074739870145
3,1,0.4574847945532603
-2,1,-2.9477729786032913
-5,1,3.1086539805205624
0,1,0.0
0,-1,0.0
-1,4,3.300132848169017
-1,1,-2.727892280477045
2,2,-2.270407485923785
3,-2,-0.35235986956572585
-1,-3,4.998299766400829
2,0,5.45578456095409
5,-5,-1.6320633326681093
5,-4,3.7607684101489594
-3,0,-0.8467200483592032
1,5,1.4321609913270068
-2,-4,3.5661387750738225
0,-1,0.0
-2,2,2.270407485923785
-3,0,-0.8467200483592032
-4,3,-4.495372750580056
2,-2,-2.270407485923785
3,-3,-0.8382464945967775
-2,-3,5.4011857784131045
0,4,-0.0
-5,-1,3.1086539805205624
5,4,3.7607684101489594
3,-5,0.2401824593931002
-5,0,5.7535456479788305
-4,3,-4.495372750580056
1,4,-3.300132848169017
2,3,-5.4011857784131045
3,4,-0.5534531582673222
-1,-5,-1.4321609913270068
-3,-3,0.8382464945967775
-3,-3,0.8382464945967775
4,-3,4.495372750580056
-3,4,0.5534531582673222
4,-4,2.968074739870145
-5,3,-5.69596702034719
-4,-3,-4.495372750580056
1,-2,-2.1010529302440877
-2,-2,2.270407485923785
-1,-4,3.300132848169017
-4,1,2.4534127998098136
-5,5,1.6320633326681093
2,-1,2.9477729786032913
3,0,0.8467200483592032
-3,-1,-0.4574847945532603
3,-3,-0.8382464945967775
2,4,-3.5661387750738225
-3,5,-0.2401824593931002
-1,4,3.300132848169017
5,2,2.394319820335969
4,0,-4.540814971847569
-2,-1,-2.9477729786032913
2,1,2.9477729786032913
2,5,1.5475997719767653
2,4,-3.5661387750738225
0,0,0.0
-3,-1,-0.4574847945532603
-1,-5,-1.4321609913270068
2,3,-5.4011857784131045
4,1,-2.4534127998098136
-3,-5,-0.2401824593931002
0,3,-0.0
0,4,-0.0
-4,-3,-4.495372750580056
-4,0,4.540814971847569
2,4,-3.5661387750738225
5,4,3.7607684101489594
2,1,2.9477729786032913
1,1,2.727892280477045
2,-2,-2.270407485923785
1,-1,2.727892280477045
-2,-1,-2.9477729786032913
4,-3,4.495372750580056
5,4,3.7607684101489594
0,-3,-0.0
0,-1,0.0
1,1,2.727892280477045
3,0,0.8467200483592032
-4,2,-1.8896457858802673
-1,2,2.1010529302440877
1,-5,1.4321609913270068
-2,-3,5.4011857784131045
0,-4,-0.0
-2,2,2.270407485923785
-1,-2,2.1010529302440877
3,-1,0.4574847945532603
-3,-4,0.5534531582673222
1,2,-2.1010529302440877
-3,0,-0.8467200483592032
1,0,5.048825908847379
0,-4,-0.0
3,1,0.4574847945532603
3,2,-0.35235986956572585
0,-3,-0.0
-2,3,5.4011857784131045
-1,0,-5.048825908847379
-1,3,4.998299766400829
1,5,1.4321609913270068
0,-3,-0.0
3,0,0.8467200483592032
1,5,1.4321609913270068
-1,-1,-2.727892280477045
2,4,-3.5661387750738225
-4,-4,-2.968074739870145
5,-1,-3.1086539805205624
-2,1,-2.9477729786032913
-1,-1,-2.727892280477045
1,4,-3.300132848169017
0,3,-0.0
3,1,0.4574847945532603
-2,-4,3.5661387750738225
5,0,-5.7535456479788305
-3,4,0.5534531582673222
4,-3,4.495372750580056
-5,-1,3.1086539805205624
3,2,-0.35235986956572585
-1,1,-2.727892280477045
2,5,1.5475997719767653
0,1,0.0
-3,5,-0.2401824593931002
0,5,0.0
-4,2,-1.8896457858802673
3,-5,0.2401824593931002
-4,-5,1.2880574986984195
-4,2,-1.8896457858802673
-5,-4,-3.7607684101489594
2,-1,2.9477729786032913
2,3,-5.4011857784131045
-4,-4,-2.968074739870145
0,4,-0.0
5,-4,3.7607684101489594
5,-5,-1.6320633326681093
-4,-5,1.2880574986984195
-1,1,-2.727892280477045
1,-4,-3.300132848169017
-1,-2,2.1010529302440877
5,2,2.394319820335969
1,5,1.4321609913270068
-3,2,0.35235986956572585
4,5,-1.2880574986984195
0,2,-0.0
0,0,0.0
3,-1,0.4574847945532603
-2,-1,-2.9477729786032913
1,1,2.727892280477045
-4,-3,-4.495372750580056
1,4,-3.300132848169017
3,-3,-0.8382464945967775
1,4,-3.300132848169017
-2,4,3.5661387750738225
0,-3,-0.0
-2,4,3.5661387750738225
-1,-4,3.300132848169017
3,-4,-0.5534531582673222
4,0,-4.540814971847569
-4,4,-2.968074739870145
-3,5,-0.2401824593931002
-4,4,-2.968074739870145
5,0,-5.7535456479788305
1,-1,2.727892280477045
-2,3,5.4011857784131045
5,-1,-3.1086539805205624
1,3,-4.998299766400829
0,-2,-0.0
-5,-2,-2.394319820335969
0,3,-0.0
0,1,0.0
-4,-3,-4.495372750580056
2,-1,2.9477729786032913
4,-2,1.8896457858802673
-3,1,-0.4574847945532603
-2,1,-2.9477729786032913
-4,-3,-4.495372750580056
-4,-2,-1.8896457858802673
1,5,1.4321609913270068
-3,3,0.8382464945967775
-2,5,-1.5475997719767653
-4,-4,-2.968074739870145
0,3,-0.0
0,-1,0.0
5,-4,3.7607684101489594
-5,-1,3.1086539805205624
1,3,-4.998299766400829
3,0,0.8467200483592032
1,-2,-2.1010529302440877
-3,5,-0.2401824593931002
-5,3,-5.69596702034719
0,-1,0.0
-5,-1,3.1086539805205624
1,-1,2.727892280477045
5,2,2.394319820335969
5,1,-3.1086539805205624
-2,-3,5.4011857784131045
-5,-2,-2.394319820335969
-1,-5,-1.4321609913270068
-2,-4,3.5661387750738225
-3,5,-0.2401824593931002
-2,5,-1.5475997719767653
3,3,-0.8382464945967775
-3,4,0.5534531582673222
-2,-2,2.270407485923785
2,-5,1.5475997719767653
0,4,-0.0
1,-4,-3.300132848169017
3,-4,-0.5534531582673222
-5,4,-3.7607684101489594
4,5,-1.2880574986984195
0,5,0.0
