rows,50000
columns,6
x1,x2,x3,x4,x5,F13
3,0,3,-3,3,-2.143333333333333
5,-5,-1,-5,1,-0.5099999999999998
0,1,3,-1,-1,-2.143333333333333
0,-5,5,1,-2,0.30666666666666753
-4,2,4,-3,4,-6.226666666666667
5,0,4,2,4,-7.86
-4,4,4,4,4,-1.7349999999999999
-5,-1,-4,4,2,-1.9391666666666665
3,-1,-3,1,-3,-8.132222222222223
-3,2,-2,-4,-4,-4.7975
1,5,5,1,-4,-7.451666666666666
-4,3,2,1,3,4.390000000000001
5,-4,-5,-3,-1,-3.232222222222222
-4,-4,-3,-2,1,-3.7766666666666664
4,2,2,3,-5,-6.1722222222222225
1,2,3,-3,-5,-3.0144444444444445
0,-4,-1,0,4,inf
0,3,1,-4,-5,-3.531666666666667
-3,2,4,-2,-2,-5.41
0,4,4,5,3,-3.341111111111111
-3,0,3,5,3,-2.7966666666666664
-5,1,-1,-1,-3,-11.39888888888889
-3,-3,1,-3,1,-3.7766666666666664
1,-1,1,-2,0,inf
-1,3,-4,-5,-3,-3.776666666666667
5,5,-3,2,5,-7.043333333333334
-5,-5,5,-3,4,-5.818333333333333
-5,-2,1,-4,-5,-5.9816666666666665
-5,-4,-2,-3,-2,-7.587777777777778
-5,1,-3,4,3,-1.5988888888888884
4,-1,1,5,-5,-5.018
2,1,-3,1,1,-5.41
3,-1,5,1,5,-9.003333333333334
0,2,3,-2,1,-5.41
-3,2,-5,-4,-5,-4.838333333333334
-3,-4,3,2,-2,0.30666666666666753
2,-2,-1,-1,-4,-1.326666666666667
-2,-3,5,-3,3,-4.321111111111112
-2,-4,0,0,3,inf
1,-3,-5,4,0,inf
-4,0,5,-5,-5,-5.083333333333333
-2,-3,4,-4,3,-4.1850000000000005
2,-5,-2,-2,4,-1.1224999999999996
3,-5,0,1,-3,-5.954444444444444
-5,-2,-3,5,4,-2.3066666666666666
4,-2,-2,1,-3,-9.221111111111112
-1,0,3,-5,-4,-4.1033333333333335
-3,-3,4,1,-4,2.3483333333333336
1,1,-5,2,3,-4.321111111111112
5,-1,5,5,-4,-5.328333333333333
1,0,5,5,-3,-4.1033333333333335
-5,5,-3,1,-1,-3.7766666666666664
1,-2,1,3,0,inf
-4,-3,0,-4,2,-4.7975
1,4,1,-4,-3,-2.823888888888889
-4,-4,-4,-5,4,-4.756666666666667
4,3,3,-2,4,-1.1224999999999996
1,-1,-3,1,4,-5.818333333333333
-5,-3,1,1,3,2.756666666666666
-5,3,1,-1,0,inf
-5,-4,-2,1,-3,6.5677777777777795
-2,-5,0,1,0,inf
-3,-2,-5,2,4,-1.7349999999999999
3,-5,0,3,5,-5.954444444444444
1,-3,-4,5,-3,-3.776666666666667
-1,-2,-2,5,3,-3.6677777777777782
-1,-3,-1,-4,2,-3.5725
-1,-1,-5,0,-3,inf
-1,-1,3,3,5,-3.341111111111111
-4,-5,-4,-3,-3,-6.861851851851852
1,0,0,-1,5,-2.143333333333333
-1,-2,2,-3,-4,-4.593333333333334
-3,2,2,2,2,-0.5099999999999998
-4,-5,0,0,0,inf
5,-1,4,5,3,-5.518888888888889
-1,2,2,1,0,inf
0,-2,5,2,-4,-3.3683333333333336
-5,4,1,-5,1,-6.716666666666667
5,-5,-3,3,5,-7.043333333333334
4,4,-5,5,-5,-5.344666666666667
5,4,1,4,-4,-6.226666666666667
-5,5,-1,-2,5,-8.676666666666668
4,1,-3,-5,-4,-2.388333333333333
4,-5,3,-1,1,10.923333333333332
4,5,-3,-5,-5,-2.1433333333333335
2,-2,-1,5,3,-4.647777777777778
-5,-5,4,0,-2,inf
-2,1,-1,-2,-1,-4.593333333333334
5,-2,-5,-3,-1,-2.143333333333333
-2,-1,-2,-2,-4,-5.614166666666667
5,-3,-4,3,4,-6.907222222222223
5,0,1,5,-1,-5.41
2,1,1,5,0,inf
-1,-2,-5,-1,1,-2.143333333333333
-1,-5,-3,3,2,-4.593333333333334
-4,-1,4,2,2,-0.918333333333333
1,2,5,-2,4,-3.3683333333333336
-3,-3,3,5,1,-3.776666666666667
3,-3,0,1,0,inf
-1,-1,4,-4,5,-4.1033333333333335
-2,3,4,-5,4,-4.675
-4,-4,-4,3,4,-2.143333333333333
-3,-2,1,2,3,-1.871111111111111
-1,-5,-4,-5,-2,-4.92
-4,3,-4,-2,-4,-6.430833333333333
4,-4,0,1,-5,-9.003333333333334
2,3,4,-2,1,-4.593333333333334
3,2,0,-2,5,-1.6533333333333338
2,-1,-5,-1,0,inf
-1,-5,-3,-1,5,-3.7766666666666664
5,-4,3,5,-4,-5.083333333333333
4,1,2,-4,4,-2.245416666666667
-2,-3,4,1,-4,0.7149999999999999
-5,1,3,3,1,-0.5099999999999998
3,-5,2,-3,0,inf
3,1,5,-4,-3,-2.4155555555555552
1,-4,3,1,2,-8.676666666666668
-4,-3,-2,1,3,1.123333333333334
-5,-4,5,2,-5,0.96
-5,4,5,0,0,inf
5,0,-5,-1,4,4.390000000000001
1,-2,4,-3,-4,-3.5044444444444443
-3,-1,1,3,2,-2.4155555555555552
-5,4,4,-3,1,-8.676666666666668
-5,-1,-3,-2,1,-7.043333333333334
5,-4,0,-4,1,-0.10166666666666657
-2,2,5,3,-2,-3.232222222222222
4,-5,-1,1,-5,-8.676666666666668
-4,-3,-4,-1,1,-5.41
4,-3,-1,-5,5,-2.274
-5,3,5,-4,2,-6.430833333333333
3,-3,-4,2,5,-6.716666666666667
-3,2,-3,3,5,-1.9255555555555555
-5,5,2,-5,2,-6.226666666666667
-5,-2,1,3,-1,0.0344444444444445
1,0,4,3,5,-4.321111111111112
0,-2,2,4,0,inf
-2,-1,0,-2,-5,-5.573333333333333
4,-2,-4,-1,3,3.8455555555555563
-2,-1,3,-5,-5,-4.495333333333333
0,3,-2,1,0,inf
1,-1,-1,5,4,-4.1850000000000005
-1,-4,-4,-3,4,-3.7766666666666664
5,2,2,4,1,-5.001666666666667
2,4,-3,1,3,-4.865555555555556
3,5,-1,-5,-1,-1.163333333333333
-3,-2,-3,-5,2,-4.43
-3,3,-1,-4,5,-5.246666666666667
-3,-5,-5,0,1,inf
5,-5,2,5,-5,-5.083333333333333
4,-3,1,4,3,-5.818333333333333
-4,0,3,5,1,-2.47
3,-4,-5,2,5,-6.88
3,-4,2,0,3,inf
1,5,5,-5,-1,-1.8166666666666664
1,3,1,-3,-2,-2.4155555555555552
-4,4,-2,-3,-2,-4.865555555555556
3,0,4,-5,4,-2.7966666666666664
2,1,1,2,1,-4.593333333333334
-1,-2,-1,2,5,-3.2866666666666666
0,-2,2,-2,-5,-4.1033333333333335
-4,1,-3,3,-2,-1.871111111111111
5,5,-3,0,0,inf
-3,2,0,0,4,inf
4,1,-3,4,-3,-5.546111111111111
1,5,-3,-1,0,inf
2,2,-5,5,1,-3.776666666666667
2,-4,-2,2,3,-6.498888888888889
4,5,5,-5,-5,-2.1433333333333335
-1,-5,2,-3,-2,-5.682222222222222
0,-3,-5,-5,3,-3.45
0,0,0,5,-2,-3.776666666666667
-1,-3,5,-4,4,-3.87875
0,-2,-4,2,-3,-3.2322222222222226
0,1,5,0,4,inf
1,-5,4,2,3,-5.954444444444444
-3,1,3,2,-4,-1.5308333333333333
4,-2,3,-3,-5,-1.8166666666666664
3,-4,3,-1,-3,-1.054444444444444
1,5,-5,5,-4,-4.511666666666667
-1,4,-4,1,3,0.03444444444444361
0,-5,0,2,5,-4.593333333333334
-2,-2,-3,-4,-1,-5.41
2,-3,-4,-1,0,inf
3,3,-1,5,4,-4.511666666666667
-5,-2,0,3,-2,-0.5099999999999998
3,-1,4,1,1,-10.31
1,-3,0,-3,-1,-4.865555555555556
-5,3,2,5,-4,-2.388333333333333
4,-4,-3,-2,-1,-3.7766666666666664
-5,0,1,-5,4,-5.41
-1,4,-4,-4,-3,-3.6405555555555553
-3,1,0,-1,5,-9.003333333333334
5,1,-1,3,3,-6.317407407407408
-1,-4,-2,-1,4,-3.7766666666666664
2,0,-3,3,-2,-4.865555555555556
-1,-1,5,3,-4,-3.096111111111111
-2,-1,1,4,5,-3.0416666666666665
1,-3,-5,-5,-4,-3.6950000000000003
5,5,-2,-3,-3,-0.14703703703703752
-4,2,-5,-1,5,-10.963333333333335
5,-5,0,3,1,-9.221111111111112
-3,-1,2,-3,4,-5.273888888888889
2,-2,1,3,5,-5.083333333333334
-3,2,-2,1,2,2.756666666666666
-1,0,1,3,4,-3.232222222222222
4,1,-2,2,1,-6.226666666666667
0,1,3,3,5,-3.667777777777778
-5,-1,-3,-3,3,-6.317407407407408
-2,0,2,0,0,inf
5,-3,0,-3,4,-0.6461111111111109
3,0,-3,-3,-1,-2.143333333333333
0,3,4,2,2,-2.5516666666666663
3,5,3,-1,1,-7.043333333333334
4,-5,-3,-4,2,-1.1224999999999996
-4,-3,-4,-5,-4,-5.328333333333333
-1,-4,2,5,0,inf
-3,-5,-3,-4,5,-4.593333333333334
4,4,3,-5,-3,-2.034444444444444
-5,-2,4,-1,0,inf
-1,-2,-4,1,3,-3.232222222222222
0,5,-3,-3,-2,-2.4155555555555552
-3,-3,-4,5,4,-3.0416666666666665
0,4,-2,-1,5,-5.083333333333334
0,-2,4,2,5,-4.1033333333333335
-3,0,4,-4,3,-5.001666666666667
-3,4,4,-1,3,-10.854444444444443
3,0,-5,1,1,-8.676666666666668
1,-4,3,4,1,-5.818333333333333
1,2,3,-5,5,-3.5806666666666667
-3,5,-1,-4,-5,-4.593333333333334
2,2,-1,-2,0,inf
4,1,-1,-1,0,inf
5,0,-1,-5,2,-2.1433333333333335
-2,0,-2,-1,4,-7.043333333333334
-5,-3,-5,0,-5,inf
4,1,5,-1,3,2.2122222222222234
-4,-1,-5,2,-3,-0.23777777777777764
1,1,-2,3,0,inf
-4,-5,0,5,-1,-0.836666666666666
-2,2,1,3,0,inf
4,5,5,3,1,-3.232222222222222
-4,0,-4,-3,5,-5.954444444444444
-1,4,-5,-1,-1,1.123333333333334
0,5,-1,-2,-1,0.30666666666666753
4,-5,-3,5,0,inf
-5,2,0,3,-5,-1.2722222222222221
-5,1,-1,-5,0,inf
4,1,2,-5,2,-2.6333333333333333
5,-3,-5,5,-4,-5.165
-1,5,-4,-2,5,-5.41
-4,-4,-2,-4,-3,-5.954444444444444
4,1,-4,1,-4,-10.718333333333334
5,-3,1,-3,5,-0.7277777777777779
-5,-1,4,-2,1,-7.043333333333334
-2,3,4,-2,1,-7.86
3,5,2,0,-5,inf
3,2,3,2,4,-5.818333333333333
-4,2,2,0,4,inf
-4,-1,1,-2,-5,-7.206666666666667
-2,-3,-5,-2,5,-4.92
-3,-1,-4,5,4,-2.8783333333333334
5,-4,2,-1,-5,3.083333333333334
0,-5,0,4,0,inf
0,3,-2,5,2,-3.2866666666666666
2,-1,4,-4,-5,-3.0416666666666665
4,5,-4,-4,-2,-1.1224999999999996
-5,-3,3,-4,0,inf
3,1,1,2,5,-6.0633333333333335
2,3,-1,2,5,-4.92
-2,5,-5,1,2,3.573333333333334
-5,-1,-2,4,3,-1.871111111111111
2,0,0,4,5,-4.593333333333334
4,3,-2,1,5,-9.33
-2,-3,5,-2,3,-4.593333333333334
0,0,2,5,3,-3.776666666666667
0,5,0,3,3,-2.869259259259259
-2,2,-5,0,0,inf
0,-1,3,3,5,-3.8855555555555554
0,-1,-3,0,-2,inf
1,-3,2,3,-2,-3.5044444444444443
-4,0,-2,-5,-5,-5.083333333333333
-3,4,5,-5,2,-5.41
2,-5,2,-2,5,-1.326666666666667
-5,1,0,-5,4,-5.491666666666667
0,-3,2,-4,5,-3.531666666666667
1,3,5,-1,1,-7.043333333333334
-4,-5,4,-2,0,inf
5,-2,3,0,-5,inf
5,2,-5,-3,0,inf
-4,4,-3,5,4,-2.1433333333333335
2,1,-1,-2,-1,-1.326666666666667
-3,-3,4,-2,4,-5.614166666666667
-5,1,-2,0,-3,inf
-1,0,0,-2,-4,-4.593333333333334
0,2,-1,5,4,-3.6133333333333333
-1,-4,1,-4,3,-3.6405555555555553
-1,0,-1,-5,1,-4.1033333333333335
5,-1,1,-5,2,-1.98
4,-2,-2,3,2,-6.498888888888889
2,5,1,3,4,-4.1850000000000005
4,-2,-5,0,2,inf
3,-4,5,5,0,inf
3,1,-5,-4,-1,-2.143333333333333
2,-4,-3,5,-4,-4.1033333333333335
4,3,-5,1,0,inf
0,0,-3,-4,-4,-3.7766666666666664
3,-3,-2,-3,-4,-2.5516666666666667
1,5,0,4,-4,-4.695416666666667
-4,-4,-3,-3,3,-5.228518518518519
-1,2,-1,4,-2,-3.7766666666666664
1,0,-1,-3,4,-3.232222222222222
4,0,0,-2,-4,-0.5099999999999998
4,-4,3,-1,-2,-0.5099999999999998
0,0,-5,2,-3,-3.7766666666666664
4,-5,-5,3,4,-6.635
3,-2,5,-5,-2,-3.123333333333333
3,-4,5,0,-2,inf
4,-2,-3,-5,-2,-2.7966666666666664
-1,2,1,5,-2,-3.776666666666667
1,-5,-5,4,0,inf
-4,5,-2,-5,-5,-4.756666666666667
4,-2,-4,1,1,-13.576666666666666
5,1,1,-3,-4,-0.918333333333333
1,2,3,2,2,-3.7766666666666664
3,4,0,1,0,inf
-1,4,2,5,4,-3.123333333333333
-3,-1,2,4,1,-2.96
4,0,5,-2,-4,-0.5099999999999998
-3,-5,3,4,-5,-2.143333333333333
5,5,-2,-3,-5,-0.5099999999999998
-5,3,-2,3,4,-0.6461111111111109
-4,1,3,-4,-4,-5.307916666666666
-5,-4,3,5,3,-2.578888888888889
3,2,1,2,-4,-6.635
2,5,2,1,3,-4.321111111111112
2,4,-5,0,-5,inf
-2,5,-4,1,-3,-3.2322222222222226
4,-2,-2,4,5,-5.573333333333333
4,2,5,-1,4,1.9400000000000004
-1,-1,-4,-4,-2,-4.389166666666667
-4,1,-2,-5,3,-5.192222222222222
-5,2,-3,5,-2,-2.47
1,2,0,0,-5,inf
-1,1,-1,4,3,-3.2322222222222226
5,-3,2,2,2,-9.085
0,1,-1,3,-4,-3.9127777777777775
1,5,-3,1,5,-3.7766666666666664
-5,3,-2,-2,2,-9.085
-3,-5,-2,4,2,-3.5725
2,-3,-5,2,-1,-2.96
5,-2,-1,3,0,inf
4,3,2,1,0,inf
-3,0,-1,1,2,1.123333333333334
2,4,5,0,-4,inf
3,5,1,5,5,-4.43
1,0,-3,5,-4,-4.1033333333333335
4,-1,1,4,-1,-5.001666666666667
3,-3,-1,4,1,-6.226666666666667
3,5,-3,1,-1,-16.843333333333334
5,-4,-2,5,-4,-5.083333333333333
-1,-4,5,-3,-1,-6.498888888888889
2,-2,-4,-5,-2,-3.45
4,4,-2,-4,5,-2.47
-5,5,0,-1,-4,-9.901666666666667
-5,-3,2,-4,-3,-6.226666666666667
1,1,5,-5,5,-3.5153333333333334
-5,-3,1,4,3,-2.143333333333333
-5,-2,-5,5,0,inf
-3,-2,1,2,2,-2.143333333333333
4,-2,5,3,4,-6.226666666666667
0,1,0,-2,2,-4.1850000000000005
-2,3,5,-3,4,-5.273888888888889
-1,-3,4,-2,-3,-5.41
-4,3,3,1,4,3.9816666666666674
-2,5,5,-2,5,-6.226666666666667
-2,0,-5,2,2,-2.143333333333333
2,4,-3,-3,-3,-1.961851851851852
1,3,-5,-5,4,-3.6950000000000003
3,0,-4,1,4,-8.676666666666668
-2,-2,0,-2,4,-5.001666666666667
2,1,-4,3,1,-4.321111111111112
5,3,-4,-2,-4,0.9191666666666665
0,5,0,-4,0,inf
3,5,-2,-4,-1,-0.5099999999999998
3,5,0,-3,-4,-1.4627777777777773
-5,-3,-3,0,-1,inf
-5,-2,2,5,-3,-1.925555555555556
3,-5,-4,-4,4,-2.04125
0,2,-1,-1,4,-4.593333333333334
0,-1,5,2,3,-4.0488888888888885
-2,2,-3,5,0,inf
-4,1,3,-4,2,-5.614166666666667
-3,-1,1,4,-5,-2.47
-4,-3,0,0,4,inf
3,-4,3,1,0,inf
-4,-5,-1,2,5,-1.326666666666667
0,-4,-1,3,5,-4.2122222222222225
-3,1,2,-5,-2,-4.593333333333334
-2,2,2,-1,4,-7.86
2,-5,4,-5,2,-2.3066666666666666
0,0,0,0,-3,inf
0,-1,-2,3,2,-4.048888888888889
5,-1,-4,4,-3,-5.682222222222222
-2,2,-1,-1,-4,-6.226666666666667
-1,-2,-4,-1,3,-4.321111111111112
0,2,4,-2,-5,-3.45
-5,-5,2,5,-1,-0.5099999999999998
5,5,2,4,-1,-7.86
-2,5,2,-3,-3,-3.9581481481481484
1,-2,5,0,-3,inf
0,-4,2,0,-5,inf
3,-3,1,1,1,-13.576666666666666
-5,4,0,3,5,-0.6188888888888888
1,5,-3,-5,-2,-2.6333333333333333
5,1,4,-5,-5,-2.0780000000000003
3,-3,-3,3,1,-7.043333333333334
