rows,100
columns,6
x1,x2,x3,x4,x5,F13
3,1,5,-3,4,-2.2794444444444446
4,-2,2,5,-5,-4.9526666666666666
2,-4,4,5,0,inf
-1,0,2,-2,0,inf
-2,-1,0,1,-1,1.123333333333334
2,-3,0,3,5,-5.192222222222222
-3,-1,-5,4,2,-2.7558333333333334
1,-5,1,-5,-4,-3.8583333333333334
0,2,-3,1,2,-2.143333333333333
5,-4,4,2,-1,-4.593333333333334
-4,4,-5,-4,-4,-5.001666666666667
2,1,0,2,2,-5.001666666666667
-3,3,0,3,-2,-2.96
-2,0,-1,-2,2,-5.41
1,-2,2,-5,3,-3.232222222222222
0,-5,4,-4,-5,-4.1850000000000005
-1,-4,4,3,2,-4.321111111111112
1,-2,-4,5,4,-4.266666666666667
-3,2,-3,-4,-5,-4.838333333333334
1,4,-4,-5,1,-4.756666666666667
-5,1,-5,-1,-5,-11.616666666666667
-1,1,-5,-5,4,-4.1850000000000005
0,5,3,2,-5,-4.593333333333334
3,0,-3,5,1,-4.756666666666667
5,0,4,0,0,inf
1,4,-1,-5,-1,-2.1433333333333335
-1,-3,-3,3,2,-4.048888888888889
2,-2,-3,-3,0,inf
-2,3,1,1,2,1.9400000000000004
0,0,0,-4,-5,-3.7766666666666664
-3,1,0,1,1,2.756666666666666
5,4,5,-5,-3,-1.7077777777777774
-3,1,-3,0,1,inf
0,4,-2,1,-2,-7.043333333333334
-4,-4,0,-3,2,-4.865555555555556
-5,-2,-4,-2,4,-7.451666666666666
2,-3,5,2,-1,-2.96
-5,-1,0,2,-5,0.46999999999999975
-4,-5,2,4,5,-2.5516666666666663
2,-3,0,-4,-3,-3.3683333333333336
-4,-5,2,-4,-2,-6.430833333333333
2,2,-3,0,-1,inf
-5,-1,1,0,2,inf
-4,0,-1,4,5,-2.143333333333333
5,5,-2,-1,3,1.6677777777777782
5,-3,5,-2,-5,-0.18333333333333268
0,4,-2,4,2,-2.96
-3,3,2,3,-1,-3.7766666666666664
2,-3,2,-2,-2,-3.3683333333333336
-3,3,1,-4,1,-6.226666666666667
-5,-5,4,-2,0,inf
3,-1,3,-1,-2,0.30666666666666753
-1,0,-2,-1,1,-5.41
0,-1,0,5,-1,-3.45
-1,0,3,-1,3,-5.41
-1,-2,3,0,-3,inf
0,0,-4,2,-4,-3.7766666666666664
0,4,-1,-3,3,-4.502592592592593
4,5,1,-2,-5,0.30666666666666753
3,1,3,-4,-2,-2.3475
1,-3,1,-3,-4,-3.6405555555555553
-3,-2,0,-3,-5,-5.627777777777778
-2,5,1,-5,4,-4.838333333333333
-3,-1,4,-4,1,-4.593333333333334
4,2,3,-2,-5,-0.18333333333333268
-5,5,-5,1,3,7.112222222222224
0,5,4,5,0,inf
-4,-4,1,0,-4,inf
0,4,2,4,-5,-4.1033333333333335
0,-4,-5,-2,5,-3.1233333333333335
-4,4,3,4,-1,-3.7766666666666664
0,4,-5,-4,3,-4.321111111111112
-3,5,4,5,-5,-3.123333333333333
-3,-5,-2,-1,4,-6.635
-4,4,2,-1,3,-12.48777777777778
5,5,4,-5,0,inf
1,-1,-2,-1,4,-1.7349999999999999
-2,5,-3,-2,2,-7.451666666666666
-5,1,5,3,-4,-1.1905555555555551
-3,3,-2,4,-5,-2.7966666666666664
-5,-4,-5,3,0,inf
-1,-3,3,1,1,-7.043333333333334
-4,5,3,3,-1,-4.321111111111112
-1,0,3,5,-1,-3.45
3,-5,0,-5,-4,-3.205
4,3,-3,4,3,-5.001666666666667
-5,-1,1,4,3,-1.871111111111111
1,5,-1,4,-4,-4.695416666666667
2,4,-3,5,4,-4.1033333333333335
0,-3,0,0,-4,inf
3,-1,2,-5,5,-2.7313333333333336
-2,2,2,-5,4,-4.593333333333334
-4,1,2,5,3,-2.3611111111111107
-3,3,-2,3,4,-1.7349999999999999
-4,4,-5,-1,2,-13.576666666666666
1,-4,2,5,-3,-3.6677777777777782
-1,-4,4,-4,-3,-4.729444444444445
-4,-5,-2,4,2,-3.1641666666666666
-1,-4,3,1,-5,-0.8366666666666669
2,2,2,-1,4,-1.326666666666667
