rows,500
columns,6
x1,x2,x3,x4,x5,F17
-4,3,0,3,1,22.0
1,-3,-1,-2,1,20.60078835250202
-5,2,0,3,1,22.0
-4,1,5,-4,5,34.269479212595286
-5,-4,1,1,-5,16.52046867899601
-3,5,2,3,-3,-46.58718745449485
-5,-5,0,-3,2,22.0
0,-5,3,-5,5,32.37487517028975
5,2,5,-5,1,11.188294155688569
-2,-2,-4,-1,1,34.9744898476517
0,-3,2,4,-4,26.5874014715556
-5,-1,1,-4,-4,14.2185484451103
2,2,4,-2,5,30.16494980158175
5,3,-2,-2,-4,20.10217952933516
2,-4,5,2,4,18.57455333228517
0,-2,3,4,-3,15.455949025616226
1,-2,-1,1,-4,15.747836057916553
0,1,3,-5,-1,24.429321196075172
-3,-5,-4,-2,-5,42.173619223580374
-5,0,1,-2,4,22.99785715502147
-2,4,-1,-5,2,16.749695256154784
3,-4,-5,0,5,inf
-4,-4,-1,3,-1,33.42793864942733
1,0,3,5,4,24.35477153594595
-2,1,0,3,-1,22.0
-1,-1,-1,-5,1,28.99735705713459
-1,3,-2,-5,5,24.88322820826078
-2,0,-2,-5,-3,20.242881569223545
-2,-3,-4,0,-4,inf
-1,-1,-1,-3,-1,-25.547726455097916
1,4,3,-2,2,19.16181555712117
0,-4,4,1,-5,11.236977752134921
-2,5,4,3,-4,-66.16606541673912
-2,4,2,-1,3,14.426519086791622
5,-3,3,-4,-2,21.22072836053415
-3,4,-4,3,5,-41.88015229467295
-5,-4,1,2,4,16.929198652780446
5,-5,-3,-5,1,8.503146860205547
3,0,2,0,-4,inf
-2,-5,1,4,-3,5.953059013330975
1,-3,1,-3,-2,31.015727593458546
1,-5,5,1,4,36.17495132246914
1,-5,1,-1,2,11.203459632005933
0,-2,-2,3,0,-12.000328762684639
4,3,1,1,-2,23.942840489228534
-4,3,0,0,5,inf
0,0,3,2,3,17.40389113375831
2,5,-3,-5,-4,34.919452151618266
-5,-2,4,-2,1,13.223520552903446
2,-5,-3,-5,5,5.453205470485926
5,4,-1,3,-3,2.185880311291612
-4,4,2,1,-3,30.716246984118342
0,3,2,-1,3,27.49760464175771
3,0,-2,-2,0,26.40823451058814
1,-4,5,1,-4,13.524994167051137
4,0,5,2,3,25.018873544359298
3,-5,2,-5,1,40.45382112914208
5,-3,-1,-2,-2,21.50358820928735
-4,-3,-2,-3,1,44.84372717808732
-4,4,1,-5,-2,28.042525677912664
-4,5,-1,1,-2,32.36569443784697
2,4,1,1,5,27.983147083082837
