rows,50000
columns,6
x1,x2,x3,x4,x5,F17
1,5,-2,3,3,134.49332766192953
2,-1,5,-4,-5,15.666959941401803
-5,-2,-3,0,-3,inf
-5,1,5,-1,4,15.64298279039157
0,4,-4,1,-2,21.21280136264783
-1,2,5,-1,-1,35.60165475611664
1,-2,4,1,5,30.2038058790711
-5,-2,5,2,-5,30.781572383062056
-5,5,-1,-2,4,9.110282528341708
5,4,1,-4,-2,25.694713941227157
-2,-5,-1,-4,3,5.953059013330975
-4,5,3,5,-2,33.884382225924476
1,-2,-5,0,2,inf
3,5,2,-4,0,9.210633545224068
1,5,4,4,-2,43.74462703478532
-5,-3,-5,0,5,inf
2,-1,-3,-3,-1,-11.798125209798314
5,2,-5,3,-1,95.46660000351838
5,-4,2,2,-5,15.581368352714632
-4,-3,5,-2,2,18.322770779870094
4,3,2,-4,5,24.734384552095477
-5,-2,5,-1,5,12.510592384567191
5,3,1,-1,5,23.620153216776142
5,1,4,-3,1,-15.883665625798137
-5,1,-3,2,0,16.14572683398534
-3,2,-2,4,0,15.60646108063385
4,-1,-2,-2,2,17.97572292169458
-4,-2,5,3,-5,106.47695183489013
5,4,-4,-4,1,17.151963986660164
-4,-2,-1,-5,3,12.53096871274354
-2,-3,5,-3,-2,5.373731525655984
1,1,-4,-3,2,52.25069011504249
1,2,0,-1,-3,22.0
-5,0,3,-3,3,30.400577082306796
3,2,-5,-5,-3,27.23372215170026
-4,4,2,-1,2,13.28375301588166
2,4,-1,-4,1,15.34747876828325
-2,2,4,-2,-4,30.16494980158175
4,-5,4,4,1,-0.37321144105019144
3,-5,1,-3,0,-77.06407091141622
-1,4,3,2,-5,24.83818444287883
2,0,-4,-4,-4,19.692073608106277
4,-5,-4,-1,-2,42.12202744044013
2,4,5,-3,0,-24.840033315891063
-3,-5,3,3,2,151.43136959376758
5,1,0,3,-4,22.0
-4,0,-2,-2,-5,24.910541622296442
-5,-4,3,-5,-1,15.717657313921137
-4,-5,-1,-1,4,37.335103762715825
1,-1,1,0,0,inf
4,4,3,-2,-1,13.674310097456218
-2,-5,-2,-3,-2,130.93114641767906
-2,-3,-4,-1,0,24.786713303732306
3,-3,0,4,4,22.0
-3,1,5,-4,-4,36.13593317233591
2,4,-3,-3,3,68.61263004193927
